ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,40.4,-5.9,12,46.3
AL-003,Baldwin County,Alabama,46.4,-4.6,20,51
AL-005,Barbour County,Alabama,41.2,-6.6,10,47.8
AL-007,Bibb County,Alabama,39,-5.3,16,44.3
AL-009,Blount County,Alabama,37,-4.6,21,41.6
AL-011,Bullock County,Alabama,40.4,-6.4,10,46.8
AL-013,Butler County,Alabama,41.9,-5.6,14,47.5
AL-015,Calhoun County,Alabama,38.1,-4.2,23,42.3
AL-017,Chambers County,Alabama,38.7,-5,17,43.7
AL-019,Cherokee County,Alabama,36.9,-4.5,21,41.4
AL-021,Chilton County,Alabama,39.3,-5.4,17,44.7
AL-023,Choctaw County,Alabama,42.8,-4.3,24,47.1
AL-025,Clarke County,Alabama,43.2,-4.7,20,47.9
AL-027,Clay County,Alabama,38.4,-4.4,22,42.8
AL-029,Cleburne County,Alabama,37.6,-3.9,24,41.5
AL-031,Coffee County,Alabama,42.3,-6.4,9,48.7
AL-033,Colbert County,Alabama,35.8,-4.1,24,39.9
AL-035,Conecuh County,Alabama,43.6,-5.1,17,48.7
AL-037,Coosa County,Alabama,39.1,-5.4,15,44.5
AL-039,Covington County,Alabama,43.5,-5.4,15,48.9
AL-041,Crenshaw County,Alabama,41,-6.4,12,47.4
AL-043,Cullman County,Alabama,36.4,-4.7,19,41.1
AL-045,Dale County,Alabama,42.5,-6.6,9,49.1
AL-047,Dallas County,Alabama,41,-5.8,13,46.8
AL-049,DeKalb County,Alabama,35.4,-4.6,22,40
AL-051,Elmore County,Alabama,39.9,-6.2,10,46.1
AL-053,Escambia County,Alabama,44.5,-5.2,16,49.7
AL-055,Etowah County,Alabama,37.2,-4.7,19,41.9
AL-057,Fayette County,Alabama,37.4,-5.4,15,42.8
AL-059,Franklin County,Alabama,35.4,-4.8,17,40.2
AL-061,Geneva County,Alabama,43.6,-6.1,12,49.7
AL-063,Greene County,Alabama,40.2,-5,18,45.2
AL-065,Hale County,Alabama,40.1,-5.2,19,45.3
AL-067,Henry County,Alabama,42.5,-6.6,9,49.1
AL-069,Houston County,Alabama,44,-6.2,11,50.2
AL-071,Jackson County,Alabama,34.8,-5.1,17,39.9
AL-073,Jefferson County,Alabama,38.1,-5,19,43.1
AL-075,Lamar County,Alabama,38,-4.8,22,42.8
AL-077,Lauderdale County,Alabama,35.6,-3.8,24,39.4
AL-079,Lawrence County,Alabama,35.6,-4.8,18,40.4
AL-081,Lee County,Alabama,39.6,-6,11,45.6
AL-083,Limestone County,Alabama,35.1,-4.8,18,39.9
AL-085,Lowndes County,Alabama,41.4,-5.8,14,47.2
AL-087,Macon County,Alabama,40,-6.5,9,46.5
AL-089,Madison County,Alabama,35.3,-4.9,19,40.2
AL-091,Marengo County,Alabama,41.4,-5.2,19,46.6
AL-093,Marion County,Alabama,36.4,-4.9,20,41.3
AL-095,Marshall County,Alabama,36.7,-4.3,25,41
AL-097,Mobile County,Alabama,46.2,-4.3,22,50.5
AL-099,Monroe County,Alabama,43.5,-4.9,18,48.4
AL-101,Montgomery County,Alabama,40.6,-6.5,11,47.1
AL-103,Morgan County,Alabama,36,-4.6,21,40.6
AL-105,Perry County,Alabama,39.9,-5.7,13,45.6
AL-107,Pickens County,Alabama,39.1,-5,20,44.1
AL-109,Pike County,Alabama,40.8,-6.9,8,47.7
AL-111,Randolph County,Alabama,38.3,-4,23,42.3
AL-113,Russell County,Alabama,41,-6,13,47
AL-115,St. Clair County,Alabama,37.9,-4.6,19,42.5
AL-117,Shelby County,Alabama,39,-4.7,20,43.7
AL-119,Sumter County,Alabama,41.1,-4.7,22,45.8
AL-121,Talladega County,Alabama,39.1,-4.5,21,43.6
AL-123,Tallapoosa County,Alabama,38.7,-5.7,12,44.4
AL-125,Tuscaloosa County,Alabama,38.8,-5.4,14,44.2
AL-127,Walker County,Alabama,36.9,-5.7,13,42.6
AL-129,Washington County,Alabama,44.3,-4.3,22,48.6
AL-131,Wilcox County,Alabama,42.1,-5.4,15,47.5
AL-133,Winston County,Alabama,35.6,-5.3,16,40.9
AZ-001,Apache County,Arizona,28,-1.7,39,29.7
AZ-003,Cochise County,Arizona,41.3,-2.2,29,43.5
AZ-005,Coconino County,Arizona,31.6,-0.3,48,31.9
AZ-007,Gila County,Arizona,40.3,-0.6,43,40.9
AZ-009,Graham County,Arizona,41.2,-1.4,33,42.6
AZ-011,Greenlee County,Arizona,36.5,-1.9,27,38.4
AZ-012,La Paz County,Arizona,52,0.8,71,51.2
AZ-013,Maricopa County,Arizona,50.9,0.1,55,50.8
AZ-015,Mohave County,Arizona,42.4,0.1,50,42.3
AZ-017,Navajo County,Arizona,29.8,-0.6,45,30.4
AZ-019,Pima County,Arizona,48.8,-0.8,39,49.6
AZ-021,Pinal County,Arizona,48.9,-0.6,41,49.5
AZ-023,Santa Cruz County,Arizona,42.6,-1.7,30,44.3
AZ-025,Yavapai County,Arizona,40.3,-0.6,46,40.9
AZ-027,Yuma County,Arizona,53.6,0.8,73,52.8
AR-001,Arkansas County,Arkansas,38.3,-2.9,29,41.2
AR-003,Ashley County,Arkansas,40.4,-3.2,25,43.6
AR-005,Baxter County,Arkansas,32,-2.9,22,34.9
AR-007,Benton County,Arkansas,32.9,-2.1,30,35
AR-009,Boone County,Arkansas,32.1,-2.6,25,34.7
AR-011,Bradley County,Arkansas,40,-2.8,29,42.8
AR-013,Calhoun County,Arkansas,39.4,-3.4,23,42.8
AR-015,Carroll County,Arkansas,32.6,-2.3,27,34.9
AR-017,Chicot County,Arkansas,40.2,-3.6,23,43.8
AR-019,Clark County,Arkansas,37.7,-3.9,19,41.6
AR-021,Clay County,Arkansas,33.8,-2.1,33,35.9
AR-023,Cleburne County,Arkansas,34.8,-2.7,26,37.5
AR-025,Cleveland County,Arkansas,38.8,-3.2,22,42
AR-027,Columbia County,Arkansas,40,-3.8,21,43.8
AR-029,Conway County,Arkansas,35.4,-3.2,22,38.6
AR-031,Craighead County,Arkansas,35.2,-1.8,36,37
AR-033,Crawford County,Arkansas,34,-3.5,21,37.5
AR-035,Crittenden County,Arkansas,36.1,-3.3,24,39.4
AR-037,Cross County,Arkansas,35.8,-3,27,38.8
AR-039,Dallas County,Arkansas,38.1,-3.9,19,42
AR-041,Desha County,Arkansas,39,-3.3,25,42.3
AR-043,Drew County,Arkansas,39.9,-2.8,29,42.7
AR-045,Faulkner County,Arkansas,35.3,-3.9,21,39.2
AR-047,Franklin County,Arkansas,34.4,-3.1,22,37.5
AR-049,Fulton County,Arkansas,31.8,-2.4,27,34.2
AR-051,Garland County,Arkansas,36.9,-3.2,20,40.1
AR-053,Grant County,Arkansas,37.7,-3.9,19,41.6
AR-055,Greene County,Arkansas,34.5,-1.8,34,36.3
AR-057,Hempstead County,Arkansas,38.4,-3.9,20,42.3
AR-059,Hot Spring County,Arkansas,37.6,-3.6,19,41.2
AR-061,Howard County,Arkansas,37.1,-3.9,20,41
AR-063,Independence County,Arkansas,34.3,-2.5,27,36.8
AR-065,Izard County,Arkansas,32.7,-2.7,24,35.4
AR-067,Jackson County,Arkansas,34.9,-2.5,29,37.4
AR-069,Jefferson County,Arkansas,38.2,-3.3,23,41.5
AR-071,Johnson County,Arkansas,34,-2.9,23,36.9
AR-073,Lafayette County,Arkansas,40.5,-3.2,24,43.7
AR-075,Lawrence County,Arkansas,33.8,-2.4,28,36.2
AR-077,Lee County,Arkansas,37.3,-2.9,25,40.2
AR-079,Lincoln County,Arkansas,39,-3,28,42
AR-081,Little River County,Arkansas,39.4,-3.1,23,42.5
AR-083,Logan County,Arkansas,35.5,-3,22,38.5
AR-085,Lonoke County,Arkansas,37.1,-3.4,23,40.5
AR-087,Madison County,Arkansas,32.4,-2.6,26,35
AR-089,Marion County,Arkansas,31.8,-3,22,34.8
AR-091,Miller County,Arkansas,40.9,-2.9,26,43.8
AR-093,Mississippi County,Arkansas,35.6,-2.3,29,37.9
AR-095,Monroe County,Arkansas,38.9,-1.5,40,40.4
AR-097,Montgomery County,Arkansas,36.1,-3.5,19,39.6
AR-099,Nevada County,Arkansas,38.6,-3.9,19,42.5
AR-101,Newton County,Arkansas,31.9,-2.9,23,34.8
AR-103,Ouachita County,Arkansas,39,-4.1,19,43.1
AR-105,Perry County,Arkansas,36.3,-3.2,20,39.5
AR-107,Phillips County,Arkansas,38.2,-2.6,29,40.8
AR-109,Pike County,Arkansas,36.7,-4.1,19,40.8
AR-111,Poinsett County,Arkansas,35.5,-2.3,30,37.8
AR-113,Polk County,Arkansas,35.6,-3.3,21,38.9
AR-115,Pope County,Arkansas,34.3,-3.1,22,37.4
AR-117,Prairie County,Arkansas,38.4,-1.9,36,40.3
AR-119,Pulaski County,Arkansas,36.8,-3.6,21,40.4
AR-121,Randolph County,Arkansas,33,-2.4,29,35.4
AR-123,St. Francis County,Arkansas,36.6,-3,26,39.6
AR-125,Saline County,Arkansas,37.1,-3.4,21,40.5
AR-127,Scott County,Arkansas,35.6,-3.1,22,38.7
AR-129,Searcy County,Arkansas,31.7,-3.6,20,35.3
AR-131,Sebastian County,Arkansas,35.8,-2.9,23,38.7
AR-133,Sevier County,Arkansas,38.1,-3.2,22,41.3
AR-135,Sharp County,Arkansas,32.3,-2.8,26,35.1
AR-137,Stone County,Arkansas,33.4,-2.6,25,36
AR-139,Union County,Arkansas,40.4,-3.3,25,43.7
AR-141,Van Buren County,Arkansas,33.4,-3.4,22,36.8
AR-143,Washington County,Arkansas,32.9,-2.7,25,35.6
AR-145,White County,Arkansas,36.2,-2.6,27,38.8
AR-147,Woodruff County,Arkansas,36.9,-2.1,32,39
AR-149,Yell County,Arkansas,36.1,-3.1,22,39.2
CA-001,Alameda County,California,49.6,3.2,115,46.4
CA-003,Alpine County,California,32.8,3.4,105,29.4
CA-005,Amador County,California,46.2,3.1,114,43.1
CA-007,Butte County,California,48.9,5.7,126,43.2
CA-009,Calaveras County,California,46.2,2.9,113,43.3
CA-011,Colusa County,California,49.9,5.5,127,44.4
CA-013,Contra Costa County,California,49.6,3.7,117,45.9
CA-015,Del Norte County,California,43.8,4.5,118,39.3
CA-017,El Dorado County,California,43.2,3.6,113,39.6
CA-019,Fresno County,California,42.5,3.3,111,39.2
CA-021,Glenn County,California,49.2,5.8,128,43.4
CA-023,Humboldt County,California,45.6,3.8,115,41.8
CA-025,Imperial County,California,55.4,1.2,79,54.2
CA-027,Inyo County,California,43.1,1.9,92,41.2
CA-029,Kern County,California,46.2,1.9,91,44.3
CA-031,Kings County,California,50.1,4.8,125,45.3
CA-033,Lake County,California,47.8,4.9,127,42.9
CA-035,Lassen County,California,33.4,4.3,109,29.1
CA-037,Los Angeles County,California,49.2,1.4,78,47.8
CA-039,Madera County,California,43.2,3.4,115,39.8
CA-041,Marin County,California,51.8,4.7,127,47.1
CA-043,Mariposa County,California,42.7,2.9,110,39.8
CA-045,Mendocino County,California,47.7,3.8,125,43.9
CA-047,Merced County,California,48.6,3.3,108,45.3
CA-049,Modoc County,California,33.2,4.5,108,28.7
CA-051,Mono County,California,30.2,3,96,27.2
CA-053,Monterey County,California,49.4,2.5,99,46.9
CA-055,Napa County,California,49.8,4.7,128,45.1
CA-057,Nevada County,California,40.5,2.9,108,37.6
CA-059,Orange County,California,57.1,3.1,108,54
CA-061,Placer County,California,41.9,3.2,110,38.7
CA-063,Plumas County,California,34.8,3.4,103,31.4
CA-065,Riverside County,California,52.2,1.8,89,50.4
CA-067,Sacramento County,California,48.6,2.8,104,45.8
CA-069,San Benito County,California,48.1,3.2,112,44.9
CA-071,San Bernardino County,California,47.4,0.8,70,46.6
CA-073,San Diego County,California,51.2,1.7,88,49.5
CA-075,San Francisco County,California,51.8,3.6,117,48.2
CA-077,San Joaquin County,California,48.4,2.9,104,45.5
CA-079,San Luis Obispo County,California,49.1,2.2,96,46.9
CA-081,San Mateo County,California,50.8,2.8,111,48
CA-083,Santa Barbara County,California,51.3,3.3,111,48
CA-085,Santa Clara County,California,49.1,3.4,117,45.7
CA-087,Santa Cruz County,California,50.5,2.9,110,47.6
CA-089,Shasta County,California,43.2,4.4,118,38.8
CA-091,Sierra County,California,35,3.3,103,31.7
CA-093,Siskiyou County,California,37.1,4.2,114,32.9
CA-095,Solano County,California,49.7,3.9,117,45.8
CA-097,Sonoma County,California,51,4.6,128,46.4
CA-099,Stanislaus County,California,48,2.9,104,45.1
CA-101,Sutter County,California,49.6,4,117,45.6
CA-103,Tehama County,California,47.6,5.2,126,42.4
CA-105,Trinity County,California,41.3,4,117,37.3
CA-107,Tulare County,California,40.6,2.5,98,38.1
CA-109,Tuolumne County,California,38.2,2.5,100,35.7
CA-111,Ventura County,California,48.1,2.1,93,46
CA-113,Yolo County,California,49.6,4,118,45.6
CA-115,Yuba County,California,48.5,4,122,44.5
CO-001,Adams County,Colorado,22.4,-4.2,20,26.6
CO-003,Alamosa County,Colorado,18.7,0.3,58,18.4
CO-005,Arapahoe County,Colorado,22.6,-4.5,14,27.1
CO-007,Archuleta County,Colorado,19.9,-1.9,32,21.8
CO-009,Baca County,Colorado,26.8,-4.5,15,31.3
CO-011,Bent County,Colorado,25.2,-4.2,21,29.4
CO-013,Boulder County,Colorado,20.6,-4.8,11,25.4
CO-014,Broomfield County,Colorado,25.4,-4.2,18,29.6
CO-015,Chaffee County,Colorado,13.8,-5.2,10,19
CO-017,Cheyenne County,Colorado,25.2,-2.3,35,27.5
CO-019,Clear Creek County,Colorado,14.8,-4.5,9,19.3
CO-021,Conejos County,Colorado,18,-0.5,52,18.5
CO-023,Costilla County,Colorado,16.7,-4.2,20,20.9
CO-025,Crowley County,Colorado,24,-4.2,19,28.2
CO-027,Custer County,Colorado,18.8,-4,20,22.8
CO-029,Delta County,Colorado,22.6,-0.3,53,22.9
CO-031,Denver County,Colorado,25,-4.3,18,29.3
CO-033,Dolores County,Colorado,21.6,-1.5,37,23.1
CO-035,Douglas County,Colorado,23,-5.1,10,28.1
CO-037,Eagle County,Colorado,13.6,-5.1,13,18.7
CO-039,Elbert County,Colorado,22,-4.3,16,26.3
CO-041,El Paso County,Colorado,22.9,-5,10,27.9
CO-043,Fremont County,Colorado,20.7,-5.7,9,26.4
CO-045,Garfield County,Colorado,20.3,-1.4,46,21.7
CO-047,Gilpin County,Colorado,17,-4.5,10,21.5
CO-049,Grand County,Colorado,11,-5.4,10,16.4
CO-051,Gunnison County,Colorado,10.9,-5.6,11,16.5
CO-053,Hinsdale County,Colorado,11.7,-5.2,7,16.9
CO-055,Huerfano County,Colorado,22.2,-5.7,10,27.9
CO-057,Jackson County,Colorado,10.4,-5.8,9,16.2
CO-059,Jefferson County,Colorado,23,-5,11,28
CO-061,Kiowa County,Colorado,24.8,-3.3,25,28.1
CO-063,Kit Carson County,Colorado,25,-2.3,36,27.3
CO-065,Lake County,Colorado,9.6,-6.1,6,15.7
CO-067,La Plata County,Colorado,22.7,-0.9,47,23.6
CO-069,Larimer County,Colorado,18.7,-3.8,17,22.5
CO-071,Las Animas County,Colorado,25,-5.9,9,30.9
CO-073,Lincoln County,Colorado,23.6,-3.4,26,27
CO-075,Logan County,Colorado,22.9,-3,34,25.9
CO-077,Mesa County,Colorado,24.2,1,65,23.2
CO-079,Mineral County,Colorado,12.6,-4,14,16.6
CO-081,Moffat County,Colorado,17.9,-1.9,44,19.8
CO-083,Montezuma County,Colorado,26.1,-0.2,54,26.3
CO-085,Montrose County,Colorado,22.9,-1,46,23.9
CO-087,Morgan County,Colorado,21.5,-2.8,30,24.3
CO-089,Otero County,Colorado,25,-5.3,18,30.3
CO-091,Ouray County,Colorado,17.3,-3.5,20,20.8
CO-093,Park County,Colorado,13,-6.5,5,19.5
CO-095,Phillips County,Colorado,24.2,-1.2,44,25.4
CO-097,Pitkin County,Colorado,12.9,-5.3,10,18.2
CO-099,Prowers County,Colorado,26.1,-3.4,26,29.5
CO-101,Pueblo County,Colorado,25.4,-5.5,11,30.9
CO-103,Rio Blanco County,Colorado,19.7,-1.3,47,21
CO-105,Rio Grande County,Colorado,16.8,-0.2,53,17
CO-107,Routt County,Colorado,12.6,-5.4,12,18
CO-109,Saguache County,Colorado,14.6,-3,27,17.6
CO-111,San Juan County,Colorado,12.8,-5.3,7,18.1
CO-113,San Miguel County,Colorado,21.7,-1.9,35,23.6
CO-115,Sedgwick County,Colorado,23.7,-1.7,41,25.4
CO-117,Summit County,Colorado,10.4,-5.7,9,16.1
CO-119,Teller County,Colorado,15.5,-6.5,6,22
CO-121,Washington County,Colorado,22.2,-3.6,27,25.8
CO-123,Weld County,Colorado,22.5,-2.9,30,25.4
CO-125,Yuma County,Colorado,24.8,-1.7,38,26.5
CT-001,Fairfield County,Connecticut,27.4,0.6,71,26.8
CT-003,Hartford County,Connecticut,26.5,1.5,82,25
CT-005,Litchfield County,Connecticut,23.4,0.7,69,22.7
CT-007,Middlesex County,Connecticut,27.5,0.7,72,26.8
CT-009,New Haven County,Connecticut,27,0.4,70,26.6
CT-011,New London County,Connecticut,27.9,0.9,72,27
CT-013,Tolland County,Connecticut,25.4,0.9,72,24.5
CT-015,Windham County,Connecticut,25.5,0.5,67,25
DE-001,Kent County,Delaware,29.4,-3.5,24,32.9
DE-003,New Castle County,Delaware,28.4,-3,29,31.4
DE-005,Sussex County,Delaware,31.9,-2.6,35,34.5
FL-001,Alachua County,Florida,49.6,-5.6,9,55.2
FL-003,Baker County,Florida,47.5,-5.5,10,53
FL-005,Bay County,Florida,47.4,-4.9,17,52.3
FL-007,Bradford County,Florida,49.2,-5.3,11,54.5
FL-009,Brevard County,Florida,56.8,-4.1,17,60.9
FL-011,Broward County,Florida,64.7,-0.6,48,65.3
FL-013,Calhoun County,Florida,46.1,-5.2,16,51.3
FL-015,Charlotte County,Florida,58.8,-3.6,18,62.4
FL-017,Citrus County,Florida,52.6,-4.5,15,57.1
FL-019,Clay County,Florida,50.4,-4.3,17,54.7
FL-021,Collier County,Florida,62.9,-1.7,35,64.6
FL-023,Columbia County,Florida,47,-6.2,8,53.2
FL-027,DeSoto County,Florida,57.3,-4.2,17,61.5
FL-029,Dixie County,Florida,48.2,-5.6,11,53.8
FL-031,Duval County,Florida,49.9,-4,21,53.9
FL-033,Escambia County,Florida,46.2,-5.2,13,51.4
FL-035,Flagler County,Florida,53,-3.9,17,56.9
FL-037,Franklin County,Florida,47.8,-5.1,13,52.9
FL-039,Gadsden County,Florida,46,-5.3,14,51.3
FL-041,Gilchrist County,Florida,48.2,-5.9,10,54.1
FL-043,Glades County,Florida,60.1,-2.3,27,62.4
FL-045,Gulf County,Florida,47.8,-4.7,17,52.5
FL-047,Hamilton County,Florida,46,-6.1,8,52.1
FL-049,Hardee County,Florida,56.8,-4,18,60.8
FL-051,Hendry County,Florida,61.6,-1.9,34,63.5
FL-053,Hernando County,Florida,53.8,-4.1,18,57.9
FL-055,Highlands County,Florida,58,-3.3,20,61.3
FL-057,Hillsborough County,Florida,56.3,-3.6,22,59.9
FL-059,Holmes County,Florida,44.7,-5.7,13,50.4
FL-061,Indian River County,Florida,58.6,-2.9,22,61.5
FL-063,Jackson County,Florida,45.3,-5.7,13,51
FL-065,Jefferson County,Florida,46.6,-5.2,12,51.8
FL-067,Lafayette County,Florida,47.1,-6,9,53.1
FL-069,Lake County,Florida,54.2,-4,17,58.2
FL-071,Lee County,Florida,60.6,-2.8,22,63.4
FL-073,Leon County,Florida,46.6,-5.1,14,51.7
FL-075,Levy County,Florida,50,-5.3,11,55.3
FL-077,Liberty County,Florida,46.6,-5.1,15,51.7
FL-079,Madison County,Florida,46.3,-5.5,10,51.8
FL-081,Manatee County,Florida,56.9,-3.9,19,60.8
FL-083,Marion County,Florida,51.9,-4.7,13,56.6
FL-085,Martin County,Florida,62.2,-1.2,41,63.4
FL-086,Miami-Dade County,Florida,65.7,-0.2,55,65.9
FL-087,Monroe County,Florida,65.8,-0.6,49,66.4
FL-089,Nassau County,Florida,48.4,-4.3,18,52.7
FL-091,Okaloosa County,Florida,46.3,-4.6,19,50.9
FL-093,Okeechobee County,Florida,59.2,-2.6,26,61.8
FL-095,Orange County,Florida,55.8,-3.9,18,59.7
FL-097,Osceola County,Florida,56.9,-3.7,19,60.6
FL-099,Palm Beach County,Florida,63.4,-1,43,64.4
FL-101,Pasco County,Florida,54.8,-3.7,20,58.5
FL-103,Pinellas County,Florida,56.7,-3.5,20,60.2
FL-105,Polk County,Florida,56.6,-3.6,22,60.2
FL-107,Putnam County,Florida,51.8,-4.3,14,56.1
FL-109,St. Johns County,Florida,51.9,-3.7,20,55.6
FL-111,St. Lucie County,Florida,60.6,-2,30,62.6
FL-113,Santa Rosa County,Florida,45.7,-5.6,13,51.3
FL-115,Sarasota County,Florida,57.6,-4,18,61.6
FL-117,Seminole County,Florida,55.3,-4.1,16,59.4
FL-119,Sumter County,Florida,53.6,-4.2,17,57.8
FL-121,Suwannee County,Florida,46.7,-6.2,8,52.9
FL-123,Taylor County,Florida,47.2,-5.5,10,52.7
FL-125,Union County,Florida,48.1,-5.9,8,54
FL-127,Volusia County,Florida,54.1,-4.2,14,58.3
FL-129,Wakulla County,Florida,47.1,-5.2,14,52.3
FL-131,Walton County,Florida,46.1,-4.7,19,50.8
FL-133,Washington County,Florida,45.9,-5.3,14,51.2
GA-001,Appling County,Georgia,44.2,-5.6,9,49.8
GA-003,Atkinson County,Georgia,44.4,-5.6,10,50
GA-005,Bacon County,Georgia,43.9,-6.2,8,50.1
GA-007,Baker County,Georgia,43.2,-6.5,9,49.7
GA-009,Baldwin County,Georgia,40.7,-4.6,16,45.3
GA-011,Banks County,Georgia,38.1,-3.8,22,41.9
GA-013,Barrow County,Georgia,38.6,-3.3,25,41.9
GA-015,Bartow County,Georgia,36.5,-4.3,21,40.8
GA-017,Ben Hill County,Georgia,43.8,-4.5,20,48.3
GA-019,Berrien County,Georgia,44.3,-5.3,13,49.6
GA-021,Bibb County,Georgia,40.7,-4.9,13,45.6
GA-023,Bleckley County,Georgia,42.2,-4.8,15,47
GA-025,Brantley County,Georgia,45.5,-5.4,10,50.9
GA-027,Brooks County,Georgia,45,-5.6,11,50.6
GA-029,Bryan County,Georgia,44.7,-5.3,12,50
GA-031,Bulloch County,Georgia,43.1,-5.3,10,48.4
GA-033,Burke County,Georgia,41,-5.1,12,46.1
GA-035,Butts County,Georgia,39.6,-4,24,43.6
GA-037,Calhoun County,Georgia,42.3,-6.8,8,49.1
GA-039,Camden County,Georgia,47.5,-4.6,15,52.1
GA-043,Candler County,Georgia,43.1,-5.1,13,48.2
GA-045,Carroll County,Georgia,38.2,-3.2,31,41.4
GA-047,Catoosa County,Georgia,35.4,-4.3,23,39.7
GA-049,Charlton County,Georgia,46.8,-5.1,15,51.9
GA-051,Chatham County,Georgia,44.8,-5.3,10,50.1
GA-053,Chattahoochee County,Georgia,41.5,-5.3,14,46.8
GA-055,Chattooga County,Georgia,35.7,-4.7,18,40.4
GA-057,Cherokee County,Georgia,36.3,-4.1,25,40.4
GA-059,Clarke County,Georgia,39,-3.3,26,42.3
GA-061,Clay County,Georgia,42,-6.7,8,48.7
GA-063,Clayton County,Georgia,39.3,-3.3,28,42.6
GA-065,Clinch County,Georgia,45.3,-5.9,10,51.2
GA-067,Cobb County,Georgia,37.7,-3.4,27,41.1
GA-069,Coffee County,Georgia,44.2,-5.1,15,49.3
GA-071,Colquitt County,Georgia,43.7,-6,10,49.7
GA-073,Columbia County,Georgia,40.8,-4.1,22,44.9
GA-075,Cook County,Georgia,44.3,-5.5,12,49.8
GA-077,Coweta County,Georgia,39,-3.7,24,42.7
GA-079,Crawford County,Georgia,40.6,-4.9,14,45.5
GA-081,Crisp County,Georgia,42.2,-5.2,14,47.4
GA-083,Dade County,Georgia,34.2,-4.7,22,38.9
GA-085,Dawson County,Georgia,35.4,-4.3,20,39.7
GA-087,Decatur County,Georgia,45,-5.7,12,50.7
GA-089,DeKalb County,Georgia,38.7,-3.1,27,41.8
GA-091,Dodge County,Georgia,42.8,-4.9,14,47.7
GA-093,Dooly County,Georgia,42,-4.9,17,46.9
GA-095,Dougherty County,Georgia,42.6,-6.6,9,49.2
GA-097,Douglas County,Georgia,38.3,-3.1,28,41.4
GA-099,Early County,Georgia,43.2,-6.4,9,49.6
GA-101,Echols County,Georgia,45.5,-6,9,51.5
GA-103,Effingham County,Georgia,43.3,-5.4,10,48.7
GA-105,Elbert County,Georgia,39.5,-2.5,30,42
GA-107,Emanuel County,Georgia,42.5,-4.9,14,47.4
GA-109,Evans County,Georgia,44.2,-5.1,13,49.3
GA-111,Fannin County,Georgia,31.1,-6.4,8,37.5
GA-113,Fayette County,Georgia,39.1,-3.8,25,42.9
GA-115,Floyd County,Georgia,36.6,-4.4,19,41
GA-117,Forsyth County,Georgia,36.9,-3.7,24,40.6
GA-119,Franklin County,Georgia,38.3,-3.7,23,42
GA-121,Fulton County,Georgia,38.4,-3.1,27,41.5
GA-123,Gilmer County,Georgia,32.7,-5.6,10,38.3
GA-125,Glascock County,Georgia,40.6,-4.6,17,45.2
GA-127,Glynn County,Georgia,46.3,-5.5,10,51.8
GA-129,Gordon County,Georgia,35.8,-4.7,18,40.5
GA-131,Grady County,Georgia,45,-5.7,13,50.7
GA-133,Greene County,Georgia,39.8,-3.7,26,43.5
GA-135,Gwinnett County,Georgia,38.1,-3.3,25,41.4
GA-137,Habersham County,Georgia,35.7,-4.9,12,40.6
GA-139,Hall County,Georgia,37.4,-3.7,23,41.1
GA-141,Hancock County,Georgia,40.4,-4.3,16,44.7
GA-143,Haralson County,Georgia,37.2,-3.6,29,40.8
GA-145,Harris County,Georgia,40.1,-4.9,17,45
GA-147,Hart County,Georgia,38.7,-3,26,41.7
GA-149,Heard County,Georgia,38.8,-3.8,23,42.6
GA-151,Henry County,Georgia,39.4,-3.8,25,43.2
GA-153,Houston County,Georgia,41.7,-4.8,15,46.5
GA-155,Irwin County,Georgia,43.9,-4.7,18,48.6
GA-157,Jackson County,Georgia,38.5,-3.5,24,42
GA-159,Jasper County,Georgia,39.6,-3.8,24,43.4
GA-161,Jeff Davis County,Georgia,43.8,-5.2,13,49
GA-163,Jefferson County,Georgia,41.2,-4.6,17,45.8
GA-165,Jenkins County,Georgia,41.7,-4.9,12,46.6
GA-167,Johnson County,Georgia,42.1,-4.8,14,46.9
GA-169,Jones County,Georgia,40.2,-4.6,15,44.8
GA-171,Lamar County,Georgia,39.8,-4.4,20,44.2
GA-173,Lanier County,Georgia,44.6,-5.8,10,50.4
GA-175,Laurens County,Georgia,42.5,-4.9,12,47.4
GA-177,Lee County,Georgia,42.1,-6.2,10,48.3
GA-179,Liberty County,Georgia,45.2,-5.3,11,50.5
GA-181,Lincoln County,Georgia,40.5,-3.1,30,43.6
GA-183,Long County,Georgia,45.3,-5.3,11,50.6
GA-185,Lowndes County,Georgia,44.9,-5.9,9,50.8
GA-187,Lumpkin County,Georgia,34.1,-5,12,39.1
GA-189,McDuffie County,Georgia,40.3,-4.1,20,44.4
GA-191,McIntosh County,Georgia,45.8,-5.5,9,51.3
GA-193,Macon County,Georgia,41.4,-5,15,46.4
GA-195,Madison County,Georgia,38.6,-3.3,26,41.9
GA-197,Marion County,Georgia,41.1,-5.3,14,46.4
GA-199,Meriwether County,Georgia,39.5,-4.4,21,43.9
GA-201,Miller County,Georgia,43.8,-6.3,10,50.1
GA-205,Mitchell County,Georgia,43.6,-6.3,10,49.9
GA-207,Monroe County,Georgia,39.9,-4.6,18,44.5
GA-209,Montgomery County,Georgia,43.4,-4.9,15,48.3
GA-211,Morgan County,Georgia,39.5,-3.5,24,43
GA-213,Murray County,Georgia,34.5,-5,14,39.5
GA-215,Muscogee County,Georgia,41.3,-5.2,17,46.5
GA-217,Newton County,Georgia,39.3,-3.5,24,42.8
