fips_code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23"
39077,4,3,4,2,3235,4102,4884,6746,1542,2724,10702,14765,16674,18320,19468,17830,11389,9922,8930,7123,4830,3721,6,8.9,8.2,10.2,16.5,21.4,26.0859654,28.92344017,48.3,48.8,49.30979458,44.78549181,25.9,19,12.23373268,9.346428213,9.4,10.9,12.37050733,16.94463981,41.6,48.4,44.2,32.5,2116,3114,5682,8031,10299,11515
39079,7,8,7,8,1504,2339,3129,3724,665,1383,4657,6928,7510,9186,9672,10542,9085,8216,7486,5648,4250,2812,4.4,7.8,4.7,7.2,13.8,19.4,23.47634862,23.80654948,39.2,43.1,43.40723454,47.03310431,39.1,26.5,19.07369177,12.54573035,7.9,11,14.04272507,16.61461587,30.8,38.9,60.1,46.1,704,1288,2636,4133,5231,5336
39081,3,2,3,4,4803,6137,7219,9468,2606,4285,19498,25207,24652,24075,21299,19142,29570,21147,15268,9507,5573,3282,4.8,7.6,5.4,9.8,17.6,23.4,30.2528745,30.75687177,45.4,46.5,43.57584189,41.56064093,28.1,18.3,11.40185769,7.125797907,8.8,11.8,14.76942592,20.55668939,35.7,44.9,54.1,37.7,2971,5479,9571,12100,14787,14166
39083,4,3,6,2,3844,5775,7958,10105,1933,2850,9957,12267,13274,14520,16075,15792,9230,8708,7438,6277,4502,3697,8.4,10.7,7.8,10.8,18.1,22.9,26.88395214,28.70118293,44.3,42.1,41.18943296,38.04659455,24.8,18.2,11.53560356,8.906931361,12.8,16.7,20.39101135,24.34529116,43.4,45.9,40.3,32.6,1797,2885,5436,7913,10492,11913
39085,1,1,1,1,24869,33645,40115,51559,9060,17569,42053,55182,51581,53726,55380,53322,40305,32403,26972,21219,14383,10368,8.9,14.2,9.9,15.2,27.3,30.5,32.12547256,31.76212158,36.2,34.4,34.20968101,31.57146833,18.9,13.6,8.884756986,6.138797937,17.5,21.5,24.78008945,30.52761216,41.5,44.5,39.7,26.1,10010,18885,38926,47587,52006,53644
39087,2,2,2,4,3235,4276,6404,7540,1304,2424,10647,15515,16074,18115,18676,17340,17520,15631,13382,10155,6959,4046,4.2,6.5,5.3,9.5,16.6,21.9,25.2246365,28.72911842,41,43.5,43.58764908,42.72409205,34.1,24.4,16.24151049,9.968954812,8.2,10.3,14.94620393,18.57783472,34.2,41.8,56.3,42.1,1641,3516,6528,9139,10808,11660
39089,1,1,1,1,10603,17504,24346,36033,4225,7855,23052,31630,34707,38649,42103,41635,25280,22384,19247,14577,11978,8437,7.4,11.2,8.3,11.4,20.9,25.6,29.13500375,30.03006663,42.5,40.7,38.04338987,33.83308955,23.6,15.3,10.82307018,6.856005201,13,18.4,21.9985362,29.28083862,40.2,45.3,44.1,32,4765,7976,17085,24279,32244,36955
39091,6,3,4,2,2373,3440,4724,5893,834,2032,8713,11203,13244,15538,14848,14172,8850,8064,6832,4900,4089,2298,4.2,8.7,6.9,8.6,16.2,20.3,23.16110804,30.56478405,49.5,51.9,48.21875101,44.00285652,25.5,16.4,13.27899198,7.135094855,8.9,11.5,15.34114896,18.29726457,44.1,48.1,44.8,34.6,1373,1996,4331,6084,7132,9844
39093,1,1,1,1,20903,30741,43230,61447,9160,16570,48587,65293,64501,68348,72316,68540,61133,50059,41895,31880,22945,18803,7.1,10.9,7.8,13.1,24.9,29.4,32.07662843,32.45322934,38.1,36.8,35.46762272,31.11536838,24.7,17.2,11.25345157,8.536070493,12.3,16.6,21.20229728,27.89533179,37.7,43,47.4,33,9999,19946,42193,54522,65402,71487
39095,2,2,2,4,49393,61870,65970,83308,24711,38288,86117,103323,96747,94008,94300,87518,126658,90899,68913,49699,35206,26405,9.4,14,9.4,15,25.8,29.4,32.1212037,32.5258462,33.4,32.3,32.74555695,29.94054176,23.8,17.1,12.22523943,9.033341772,17,21.3,22.90799992,28.50027026,32.8,37.8,48.3,33.2,24682,40900,74912,85445,92502,95075
39097,1,1,1,1,2139,3473,5258,7149,710,1412,5249,8214,9632,11097,11613,12086,8350,7528,7290,5582,4497,3541,4.6,7.4,7.3,10.3,20.2,24.3,28.60197808,28.79162107,40.3,41.7,38.80312751,37.7864624,30.5,21,15.02606255,11.07081444,9,13,17.56883186,22.35110208,34,42.9,54.1,39.3,1125,1979,4835,6463,8560,9209
39099,2,2,2,4,24653,30557,35017,42851,12341,19116,59402,73697,70170,70163,66557,59043,83044,60772,44870,30703,19797,13633,7.3,10.8,8.6,12.9,20.9,24.8,27.37928559,28.93139022,39.7,40.1,39.8234907,36.32141341,25.4,17.6,11.84527015,8.386596701,14,17.5,20.95195357,26.36059967,35.1,41.8,49,34.5,14639,22655,36965,43380,45759,47030
39101,4,3,4,2,4084,4927,5589,6294,2046,3929,13764,17830,17883,20008,20277,20131,16338,13654,10822,8753,6952,5026,5.9,9.9,7.8,10.3,20.5,24.2,28.65962349,31.54939387,43.4,45,44.07851833,43.81352428,26.2,19.7,15.11238642,10.93869023,9.9,11.1,12.14947176,13.69839163,39.5,45.1,46.9,34.6,2702,4083,8450,10778,13184,14496
39103,1,1,1,1,13829,24509,34972,47027,3522,9743,17994,29189,30200,35998,38307,37633,17125,15270,13547,11087,7693,7108,8.3,15.4,8.9,14.5,25.2,27.7,30.81445025,29.26831148,39.2,36.4,32.73095458,29.00625092,17.6,11.2,6.573191155,5.478607379,18,24.8,29.88140401,36.24683022,42.4,46,40.4,24.1,3776,9193,19386,27411,36064,37973
39105,6,6,8,6,1074,1158,1884,1865,326,840,3602,5934,6368,7266,7382,7417,6840,6250,5314,4181,2828,2098,2.9,6,5.1,7,13.6,19.2,26.64078612,28.1111813,43.1,46.6,44.77738687,46.85407454,36,26.8,17.15394881,13.25331649,7.3,7.4,11.4278782,11.78142767,31.7,42.4,60.3,44.6,582,982,2016,2997,4392,4450
39107,7,8,7,7,2034,3241,4342,6194,1023,1717,6530,9798,11748,12739,12900,12152,9079,7613,5831,4110,2851,1492,5.8,8.3,6.1,8,17.5,21.6,25.58974929,29.03848905,49.4,49.7,47.77246973,43.46830734,24.5,16,10.55808614,5.336958077,8.6,12.7,16.07969485,22.15624553,36.9,47.1,51.2,36.6,1088,1654,4167,5524,6910,8118
39109,2,2,2,4,8445,10715,14286,18980,3144,5631,17918,23830,23837,26183,26564,28853,20280,17662,14035,11397,8349,5478,6.9,10.6,9.2,11.6,22.7,26.6,30.01962904,29.99487873,39.8,39.8,37.78447883,37.88819876,23.4,17.3,11.87556896,7.19341326,14.1,16.3,20.32032317,24.92350925,39.4,44.7,44.5,33.1,4189,6213,13576,17470,21105,22842
39111,8,7,8,6,689,886,1105,1032,346,548,3136,4910,5105,5277,5570,4877,4805,3961,3115,2236,1328,958,4,5.4,5.2,7.6,12.6,20.3,24.09181447,28.58034321,50.1,50,52.83126245,50.72282891,30.6,21.2,12.59603528,9.963598544,6.8,8.4,10.48088779,10.73322933,35.9,48.2,55,38.9,455,770,1287,2145,2540,2748
39113,2,2,2,4,74462,83818,88116,112293,36165,54091,111244,128957,114489,111685,106566,101677,143204,103192,82639,60595,42992,29132,11.2,16,9.7,15.2,26.9,30.2,34.23046484,33.92513026,30.8,30.4,29.48911654,27.63570242,22.2,16.5,11.89681604,7.918047179,20,22.8,24.38360258,30.52112014,34.5,38.2,44.5,30.6,31382,51459,99940,111001,123700,124817
39115,6,4,8,3,662,903,804,1400,249,506,2639,4019,4480,5016,4975,4281,3659,3234,2552,1927,1679,1130,3.6,6,6.7,7.2,14.3,21,28.84945621,30.90189713,49.9,50.5,47.46231635,43.43106422,28.4,19.4,16.01793551,11.46393426,7.4,9.1,7.670291929,14.20310439,37.6,48.1,52.2,38.7,467,605,1286,2088,3024,3046
39117,1,1,1,1,1233,1946,3153,4532,457,975,4987,7241,7910,9730,10554,11561,5164,5421,4920,4409,3226,2144,4,6.5,6.8,8.5,18,21.9,27.66766339,26.77962019,46.1,47.3,45.08329774,46.41667001,28.7,21.4,13.78043571,8.608021841,7.2,9.5,13.46860316,18.19568796,43.8,48.6,45.4,36.4,770,1259,3095,4506,6477,6670
39119,4,3,4,2,5199,6899,7928,12036,2483,4056,15569,21273,21966,24147,25710,24835,21041,17929,14918,10620,7715,5722,5.9,8.5,7.2,9.7,18.6,23.7,28.03292668,28.07666329,42.5,44.2,44.74339117,41.93684566,28.9,19.4,13.42649797,9.662276258,10.1,12.6,13.79718418,20.32421479,37,44.4,50,37.4,3022,4627,9609,12950,16108,16627
39121,7,10,9,9,403,743,950,1502,216,385,2211,3310,3803,4406,5436,5488,3170,2418,2181,1974,2331,1602,3.7,5.9,4.4,7.1,11.7,22.7,18.7150317,21.36908575,52.6,47.8,50.69004103,50.22421525,30.1,21.4,21.73629243,14.66093164,5.6,8.1,8.858634838,13.74576737,37.8,50.3,54.2,36.8,257,464,848,2087,2007,2335
39123,4,5,3,4,3647,4618,6128,8715,1290,2204,7505,11028,10787,11655,11611,10759,9848,7957,6502,4569,2747,1797,6.3,9.2,8.5,11.7,22.3,27.7,32.13859812,30.35036018,40.1,40.4,38.4623029,35.2292076,24.1,15.8,9.099642242,5.884086444,13.5,16,20.29945674,28.53634578,36.8,46,48.3,33.2,1737,2807,5995,7987,9702,9269
39125,6,6,8,6,862,1021,1657,2044,404,626,3883,5748,6251,6887,6421,5738,4692,4226,3459,2411,1618,1248,4.1,5.4,8,7.9,15.1,21.3,26.63993342,30.49033947,50.2,52.5,48.58137247,44.1690401,27.8,18.4,12.24180979,9.606650758,6.9,7.8,12.53688432,15.73396967,39.8,49.9,48.1,36.7,781,914,1884,2789,3521,3961
39127,1,1,1,1,1130,1492,2417,3693,418,1082,5341,8206,9431,11055,11454,11516,8296,6723,6104,4565,3754,2885,2.8,6.3,4.9,7,14.1,20.9,26.08513315,26.31836136,48.6,51.1,48.03522751,46.89497903,31.4,21.1,15.74334242,11.74817771,5.8,6.9,10.13629692,15.0384819,36.2,47.7,56.2,39.1,719,1196,2746,4514,6220,6463
39129,1,1,1,1,2821,4028,5989,8831,1247,2147,8281,10951,13244,15073,16403,17030,10052,10052,9505,8033,5960,4820,5.9,8.5,7.7,8.4,18.5,23,24.57367847,26.14818024,42.2,42.8,43.63776637,40.99268246,30.3,22.8,15.85570247,11.60215675,9,11.4,15.9328527,21.25698055,39.1,43.3,47.4,39.8,1623,2127,5810,8124,9237,10863
39131,7,9,9,9,1201,1719,2426,2706,687,1116,2663,4578,5645,7358,8476,9091,6280,6221,5923,5291,4146,2676,6.7,8.6,5.4,8.7,15.4,18.9,21.50644202,22.14212706,37.4,41.5,44.2126128,48.90526656,39.2,29.9,21.6264149,14.39561031,8,9.7,12.65453028,14.55699607,26.1,35.1,61.7,47.7,555,1129,2330,3342,4123,4116
39133,2,2,2,4,14580,19779,25185,33871,6966,10792,20400,30677,33074,37558,39761,38463,24511,20710,17116,13244,9873,7597,12.3,15.1,8.5,12.8,21.7,25,26.87315519,25.61444326,40,39.9,38.86173935,35.79451864,20.7,14.1,9.649705808,7.069936252,17.6,21,24.61539965,31.52110186,36,43,43.2,29,4818,9122,17956,23492,27495,27524
39135,6,4,6,3,1787,2835,3423,5130,941,1689,7248,10710,12006,13880,13240,13210,9387,7921,7014,5152,3580,2111,5.1,7.6,5.5,9,18.3,22.1,29.67517804,28.65017619,47.1,49.4,45.99617857,46.08729023,27.5,18.3,12.43703318,7.36489551,7,10.1,11.89161021,17.89763807,39,47.9,50.5,35.5,1016,2017,4662,6212,8542,8212
39137,6,6,6,6,1758,2780,4477,6052,751,1262,5890,8404,9818,10266,9975,8712,7118,5755,4505,2989,1888,1229,5,7.3,7.6,10.7,19.7,25.5,27.97002425,30.50147749,49,47.7,43.97178752,37.8585086,22.5,13.9,8.322680185,5.340691813,8.8,12.9,19.73550804,26.29932209,39.6,48.6,47.8,33.3,1127,1857,3947,5489,6345,7019
39139,3,2,3,4,9425,10865,12927,15670,4407,7715,26126,33951,34073,37001,35654,36727,33569,25912,21535,17107,12378,9228,6.4,10.1,6.9,11.6,20.1,24.6,29.23264453,29.67831753,41.9,42.9,41.39075923,41.91001107,26.5,19.8,14.36963083,10.53027969,11.6,12.6,15.00696541,17.88139171,38,44.4,48.8,33.9,4723,8853,16330,21211,25181,26008
39141,4,3,4,2,4207,5600,7427,9349,1981,3379,11222,15157,17938,20882,23250,24618,18941,16615,14761,11796,9189,6063,5.8,8.7,6.4,9.6,18.9,22.6,26.4329212,26.7574194,39.4,42.2,42.90459494,45.04336371,32.4,23.9,16.95700314,11.09342409,9.2,11.3,13.70548072,17.10579281,32.7,39,55.2,42.7,2188,3736,8625,11165,14324,14624
39143,4,5,4,5,4154,4823,5514,7961,1730,3283,13081,16464,17205,17744,17045,17798,14392,11697,9118,7252,5049,2792,5.4,9.2,8.4,11.7,21.8,26.5,33.31884163,31.48143704,44.1,43.7,41.16851436,42.71280808,23.4,17.9,12.1947685,6.700424776,10.7,11.9,13.31787552,19.1053301,41,46.2,45.2,32.8,2671,4173,8516,10746,13795,13118
39145,4,5,4,5,4380,5279,7473,9143,1987,3533,12787,18058,18029,20833,20611,22135,26017,22791,18696,13523,9966,5761,4.6,7.1,6,10.9,20.3,24.1,28.80131732,27.27897434,35,39.9,38.56704465,43.45905405,36.2,25.9,18.64825418,11.3109379,8.5,10.1,13.98338386,17.95103371,29.5,36.3,60,45.8,2593,5421,10480,12601,15392,13894
39147,4,5,4,5,3694,4651,5868,7676,1982,3167,12124,15585,16799,17256,16682,15965,14128,11590,9071,6306,4257,2505,6.4,9.2,9.4,12,19.4,24.3,28.15833199,29.44954128,45.8,46.3,44.70708045,43.07879115,24.7,16.9,11.40858659,6.759309228,10.1,12.5,15.72600096,20.71235834,38.9,45.2,45.3,33.6,2940,4141,7102,9058,10507,10914
39149,4,5,4,5,3074,3867,4431,6622,1101,2015,7515,10708,11511,13712,14941,13133,9341,8588,7404,5608,4123,2770,5.7,8.5,6.5,10.2,19.6,23.4,27.08850546,29.88763345,42.1,45.3,46.36606256,40.87838889,27.1,18.5,12.79481132,8.622031313,11.2,12.8,13.75062066,20.61194634,39.1,45.1,48.6,36.2,1251,2409,5376,7093,8729,9602
39151,2,2,2,4,34482,45397,53104,65486,14414,25609,77047,101020,99041,104333,101980,96960,96721,73703,57855,41912,28936,18910,7.1,11.3,7.4,11.3,20.6,24.2,28.35646571,30.81289771,41.1,41.2,39.70333457,36.99012681,24,16.6,11.26549999,7.214142925,14.3,17.9,20.67469973,24.98283255,37.9,44.7,47.6,32.6,15048,25510,49775,61329,72835,80768
39153,2,2,2,4,66385,91096,108528,135020,31224,48563,104916,123546,114973,121705,118514,111631,133153,96764,73092,51876,36603,27211,10.5,15.5,9.8,14.4,24.6,27,28.60373169,28.42884882,34.1,33.6,32.09413167,29.17366841,21.7,14.3,9.912259322,7.111328314,19.7,25.1,29.38987733,35.28615446,35.1,39.3,44.6,30.8,29202,45205,82992,97968,105625,108781
39155,2,2,2,4,17134,22132,24025,29304,8059,14340,49280,66541,65482,67818,66762,62093,57843,45632,37082,26794,18416,14407,6.5,10,7.5,11.8,20.1,23.7,25.65458927,26.72903927,43.7,44.3,45.45157469,43.00039473,24.8,17.5,12.5376142,9.977077721,11.4,14.5,16.35622183,20.29348827,39.6,46.4,46.5,31.8,9292,16979,30124,36300,37683,38597
39157,4,5,4,5,4986,7397,9310,12528,1970,3946,16967,23226,25730,29225,31124,28834,21627,19105,15499,11932,8889,7082,4.6,7.8,6.3,8.7,16.3,19.9,22.28804613,24.24114473,46.6,48.2,49.03811309,45.09187583,28.1,19.7,14.00526241,11.0751427,9,12.2,14.66857836,19.59183673,39.2,45.8,50,37.7,2712,4419,8977,12099,14146,15501
39159,1,1,1,1,2466,4226,9541,17397,879,1753,5229,8153,9033,11654,12530,13406,5889,5299,4893,3705,2879,2124,6.7,10.3,8.1,11,20.1,26.2,27.32727485,25.99177362,44,43.9,36.49656297,30.1319368,23.8,14,8.385762554,4.773999236,12,15.9,27.79039963,39.10229035,40,47.7,45.1,31,1062,1876,4135,6949,9382,11564
39161,6,5,6,5,1822,2326,2919,3392,879,1350,7052,9328,9952,10053,9391,8886,6920,5354,4049,2601,1915,1286,5.4,7.5,8.8,11.2,18.8,23,26.93137456,32.03387283,51,51.7,48.23813437,44.52573032,20.8,13.4,9.836655024,6.443854287,9.3,12,14.99383604,16.99654257,43.3,51.7,42.5,29.7,1427,2013,3674,4473,5243,6393
39163,8,4,8,3,336,496,716,1354,230,363,1490,2649,2917,3911,4045,3951,3166,3240,2876,2409,2093,1513,4.5,5.5,5.1,5.1,12,17.1,23.98802262,23.8722644,41.9,47.6,44.85970944,44.11567664,41.3,29.3,23.21171121,16.89370255,4.8,6,7.940556726,15.11835641,28.9,40.2,61.5,49.2,261,338,834,1407,2163,2138
39165,1,1,1,1,13163,29301,51811,76632,2470,6260,13476,22118,24922,32242,39279,41295,22689,20673,17946,14277,11686,8343,5.9,11.3,7,11.5,23.4,26.6,26.8586719,24.71964372,34.1,31.2,27.95320139,24.61948454,24.5,13.8,8.316431464,4.973976498,18,28.4,36.87169524,45.68689524,32.4,39.9,54.6,37.3,2920,6354,17120,27486,37741,41463
39167,4,5,4,5,5346,6433,6879,8815,2406,4240,12108,16802,17557,18405,19199,15773,13735,11773,9090,6635,4705,3005,7.8,11.4,7.9,11.5,20.8,26.4,28.92895897,35.19575378,43.4,43,44.32618382,37.04408276,22.5,15.5,10.86278946,7.057469645,13.2,15,15.88206774,20.70269382,39.5,45.3,44.8,31.7,2428,4277,8418,11297,12530,14986
39169,4,3,4,2,8671,12013,14357,18990,3887,6820,16722,22687,25707,29386,31997,29197,20628,18527,16417,13959,10704,10519,8.7,12.6,7.2,11.3,18.3,20.9,23.02254361,23.59471595,41.3,42,43.16743791,37.99960955,26.4,20,14.44086181,13.69037548,13.9,17.2,19.36915667,24.71529902,37.6,41.9,46.4,34.2,3204,6113,11383,14595,17065,18129
39171,6,6,7,8,2086,2751,3344,3682,1157,1742,7523,10258,11232,12499,12485,11325,7930,6550,5580,4353,2900,2225,6.3,8.3,9,11.2,19,23.7,27.91825424,33.38230177,48.1,48.7,48.0506485,43.7816523,23.9,16.9,11.16114382,8.601693277,8.9,10.7,12.86995343,14.23435265,41.2,49.1,43.4,31.4,1645,2334,4442,6087,7254,8635
39173,2,2,2,4,14014,18735,22832,31137,4772,10196,16674,23313,23920,24887,25152,23652,17030,13725,10401,8150,5503,4021,11.3,18.6,9.2,13.9,24.5,27.6,31.23561704,29.42771771,37.3,34.8,32.33611458,28.38251353,16.2,11.4,7.074810691,4.825219301,21.9,26.2,29.3534577,37.36454946,39.3,42.5,40.2,25,3911,7615,15717,19779,24296,24523
39175,7,9,7,8,1247,1487,2040,3151,489,1148,4885,6483,7040,7386,7612,7156,5290,4368,3379,2646,1745,790,4.2,8.7,8.9,8.7,18.8,23.7,26.46622363,27.18503937,49,48.9,49.11284599,46.95538058,23.5,17.5,11.25879089,5.183727034,8.7,9.8,13.16213949,20.67585302,41.7,49.3,45.2,33.2,1045,1144,2695,3578,4102,4143
4000,,,,,466873,766212,1105103,1627462,115020,271460,289781,535096,601440,791904,1012503,1171693,383873,430974,491080,619547,604136,544528,12.6,17.4,13.9,20.6,32.2,33.1,34.41514426,33.00082374,26.1,24.3,24.39792721,23.47784339,21.3,19,14.55765183,10.91100067,20.3,23.5,26.6292767,32.6103322,31.6,34.3,41.9,27.6,127063,321361,741784,1078521,1428213,1646950
40000,,,,,354969,446771,566500,733793,142544,266762,426577,615290,607903,693607,773447,811387,688737,602284,506961,427233,336888,287078,10,15.1,11.6,16.1,26.3,28.8,31.2299324,30.63110371,30.5,31.5,31.72047487,30.71893841,25.4,19.4,13.81639251,10.86871173,17.8,20.3,23.23320022,27.78124615,30,34.8,48.4,34,164711,285425,525591,635562,761486,809067
40001,6,6,8,6,1050,1247,1558,1508,371,908,1476,3012,3229,4860,5770,5772,6094,5728,4809,4255,3353,2193,4.5,8.7,4,7.5,17.1,18.8,25.36510377,25.85896533,29.5,38.1,40.31863601,45.17492369,43.9,33.3,23.42952973,17.16365344,9.6,9.8,10.88673049,11.80245754,17.8,28.9,73.7,54.9,331,780,1876,2402,3630,3304
40003,9,10,8,6,795,679,887,899,458,693,1648,1702,1752,1854,1667,1543,2058,1576,1043,843,606,615,9.6,14.8,13.2,15.4,21.9,25.7,26.88570106,29.59465684,38.1,40.8,38.57010643,35.53661907,22.7,18.6,14.02128644,14.16397973,17.3,14.9,20.52290606,20.70474436,34.4,36.3,42.9,33.6,631,724,1007,1167,1162,1285
40005,9,9,9,9,854,947,1446,1553,259,542,1136,2186,2712,3742,3987,4185,4784,4421,3359,2870,1797,1658,4,6.8,4.3,9.7,17.2,19.4,25.21721142,27.01075693,32.4,39.9,41.23913943,41.30070068,40.2,30.6,18.58709144,16.36238034,10.2,10.1,14.95655772,15.32616204,17.6,27.6,74.1,55.9,280,764,1438,1818,2438,2737
40007,9,10,9,9,612,687,657,771,271,606,1193,1608,1380,1414,1382,1058,1869,1243,979,733,664,500,7.2,14.4,11.7,17.6,25,27.3,27.99680341,30.60190703,34.8,36.3,36.814065,31.52562574,24.7,18.8,17.68779968,14.89868892,15.4,17.6,17.50133191,22.97377831,31.6,38.3,49.5,29.6,440,739,991,1064,1051,1027
40009,7,8,7,7,1504,2008,2290,2011,652,1278,2612,3810,3947,4506,5390,6351,6051,5197,4086,3125,2623,2374,6.4,10.9,7.9,12.2,21.7,25.7,29.72032742,29.05570607,32.4,34.7,36.76671214,41.96788476,33.5,24.1,17.89222374,15.68757021,12.3,15.5,15.6207367,13.28883896,25.8,32.5,59.8,44.4,802,1423,2648,3329,4357,4397
4001,6,6,8,6,2520,4110,4290,6485,1030,2319,2360,5549,7571,9008,13183,13264,8255,11294,13449,13166,10646,6404,8.2,10.4,6.9,14,20.6,27.4,32.31513576,38.4244108,25.5,24.9,31.73262084,31.22925152,45.3,36.4,25.62584248,15.07781414,8.5,11.3,10.32640092,15.26852353,18.9,24.9,66,50.7,861,3113,6120,9933,13425,16320
40011,6,4,8,3,927,1140,1203,1080,401,928,2135,3031,2984,3344,2758,2196,3993,3294,2157,1988,1463,921,5.5,11.3,9.7,11.4,19,20.3,27.69928019,30.10824313,39.8,41.2,36.76352973,36.5695254,28.8,24.5,19.50146628,15.33721898,12.4,14,16.03572381,17.98501249,29.5,37,55.3,40.3,698,929,1424,1646,2078,1808
40013,6,5,6,5,3422,4140,5768,7678,1362,2304,3286,5128,5767,7371,9075,10813,8799,8210,6604,5826,4774,3890,9.2,12.6,9.5,14.3,21.9,25.2,29.02163688,28.91084077,28.5,31.8,32.83522686,34.3455198,32.7,25.1,17.27331934,12.3558746,16.9,17.9,20.86981692,24.38776483,22.1,28.1,59.2,45,1415,2601,4418,5838,8021,9102
40015,6,4,6,3,2170,2704,2628,2810,906,1703,4251,5914,6971,7701,7853,8443,9965,8549,6326,4593,3415,2409,5.5,9.3,7.5,11.5,17.3,21.1,28.36374884,24.78943022,37.3,40.5,40.48355501,46.47949353,33.8,24.1,17.60490772,13.26176713,11.6,14.2,13.54778843,15.46930911,26,32.4,61,46.8,1222,2100,3233,4022,5502,4503
40017,1,1,1,1,7745,11738,19442,34242,1379,4877,6586,12897,14997,17961,21916,29424,7304,7852,8184,7147,6660,8448,7.9,15.2,12.3,19.9,33.3,34.4,36.82174622,33.12436824,32.4,32,28.83532446,27.28663767,17.7,12.7,8.7626967,7.834336428,16.7,20.9,25.58023262,31.75465767,37.8,40.3,42,24.5,2134,6365,15423,19361,27986,35719
40019,5,8,5,7,3792,4566,5377,6457,1712,2974,6365,9285,9915,11097,13352,11895,11962,10563,8401,6947,4641,3936,7.7,11.2,10.1,13.8,21.7,25.1,25.92944756,30.95415118,35.1,36.8,42.31878546,36.84944238,29.7,23,14.70951792,12.19330855,13.4,15.1,17.04224906,20.00309789,28.5,35,53.7,39.9,2256,3669,6144,7585,8181,9992
40021,6,5,6,2,4357,5567,7163,9011,1183,3017,2116,4041,5338,7630,8786,9823,7168,7404,6216,5883,4422,3090,10.3,17.8,8.9,14.5,23,24.4,30.13581178,28.42778793,25.8,30.2,30.13238219,32.06777226,30.1,23.3,15.16564922,10.08749021,21.1,22.1,24.5661568,29.4169496,18.4,23.9,62.4,43.8,1023,2458,4742,6157,8787,8708
40023,7,9,9,8,701,1006,1229,1481,445,744,1620,3183,3443,3750,4180,3822,6412,5512,4132,3163,2041,1331,5,7.2,5.7,8.6,15.7,22.4,27.01087489,31.72789956,35.1,36.7,40.95228765,39.33312751,42.1,31,19.99608112,13.69764331,7.1,9.9,12.04075634,15.24132963,18,30.8,71.3,53.4,511,888,1539,2291,2757,3083
40025,9,10,9,9,332,367,287,486,184,292,775,925,707,655,589,516,1079,744,636,487,380,226,7.7,12.7,14.3,14.7,23.7,27.3,26.89173458,20,32.2,31.5,34.28405122,33.61563518,29,23.4,22.11874272,14.72312704,15.1,17.7,16.70547148,31.66123779,32.6,40.2,45.4,32.4,339,338,519,568,462,307
40027,1,1,1,1,26661,35464,50200,68104,7754,17779,11263,22435,27267,33829,41957,47290,13630,14654,16615,15021,14577,14776,20.2,25.7,14.9,20.8,31.5,33.4,33.2741515,31.91197778,26.5,26.7,26.2298464,24.73598042,16.1,11.9,9.112960196,7.728882356,25.9,28,31.3830419,35.62315945,29.4,32.4,35.5,21.2,5715,14402,32370,42255,53225,61009
40029,9,10,9,9,347,490,485,600,156,274,612,997,1335,1467,1762,1479,2267,2137,1513,1243,816,557,4.7,7.4,8.7,8.4,16.4,19.3,21.58218126,26.05890603,34.9,37,45.11008705,41.48667602,39.6,31.4,20.89093702,15.62412342,9.1,12.4,12.41679467,16.83029453,18.4,26.8,68.2,57.4,291,312,629,764,843,929
