fips_code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23"
6079,2,2,2,4,31883,42507,56337,74574,6437,17561,18246,30880,34099,34728,37815,34582,23256,21459,23156,22964,18767,15656,11.1,19,17.1,24.5,35.9,37.1,36.80059999,34.38993235,24.5,21.8,21.16459862,18.17875973,16.7,14.4,10.50366316,8.229907534,22.9,26.7,31.53113824,39.20140039,31.6,33.4,40.2,23.2,9888,22631,49848,58997,65752,65421
6081,1,1,1,1,140631,191277,222359,288258,54276,96491,112366,119239,95754,85569,86259,80468,90291,69840,71343,72164,59154,52659,17.1,25.5,18.9,24.7,31.4,28.8,27.37318962,22.41872916,21.3,17.5,17.0342387,14.81497847,15.9,14.7,11.68160257,9.695058298,31.3,39,43.9109691,53.07123407,35.5,31.5,28.5,18.4,59725,93507,141125,141275,138614,121768
6083,2,2,2,4,61625,72596,82430,99882,24419,43428,46726,53305,48821,46941,46546,47074,39195,36823,46156,51220,53170,49743,17.9,24.6,19.2,24.3,32.3,30.8,30.3027868,29.36083259,21.1,19,17.81058319,16.90536386,20,20.8,20.34522211,17.86386359,26.6,29.4,31.5414079,35.86993995,34.2,30.2,28.7,20.9,26139,42896,74745,75972,79193,81757
6085,1,1,1,1,317542,450539,552652,747586,106037,198702,172084,217564,183546,176926,188647,180768,168911,154450,175123,184800,162067,142839,19.5,26.4,17.9,24.3,30.6,27,24.75348634,19.9518602,18.8,15.9,15.71348608,13.50843605,18,16.6,13.49948607,10.6740767,32.6,40.5,46.03354152,55.86562705,31.6,28.9,31,20.5,97306,182887,298572,300793,297176,266993
6087,2,2,2,4,43978,56400,63556,78268,9603,27419,23113,33368,28183,27327,26987,27325,26802,25943,26825,27684,25610,20676,13.2,23.5,18,25.7,33.1,32.5,31.41529432,29.72836098,19,16.6,15.93497759,15.20699884,18.1,16.8,15.12190225,11.5066755,29.7,34.2,37.52782584,43.55796468,31.8,28.6,36.9,22.2,13082,30076,48978,53588,53204,53418
6089,3,2,3,4,12995,17808,23465,30011,3665,8630,14513,27844,27971,29658,31651,34012,17506,16968,20504,17952,14459,10229,8.6,12.4,16.1,23.2,35.2,39,42.87673032,42.4345089,29.5,27.6,25.9864694,26.36854877,21.6,16.7,11.8712951,7.930256537,13.7,16.6,19.26550518,23.26668579,34.1,40,41.1,24.4,6867,16125,33374,41854,52223,54735
6091,8,7,8,6,400,436,412,533,141,368,541,751,702,730,849,740,626,449,618,375,243,188,9.4,18,13,23.5,31.8,39.3,39.15857605,33.1043956,27.8,28.7,34.34466019,33.88278388,24.5,14.8,9.830097087,8.608058608,15.9,17.2,16.66666667,24.4047619,36,36.6,41.7,21.9,195,482,801,999,968,723
6093,6,6,7,8,4109,5445,7432,7429,1461,3491,7038,9690,9156,8648,8615,8373,8418,6056,6565,4978,3652,2873,7.5,14.1,12.7,22.5,31.6,37.8,38.82868056,41.97246994,31.6,28.2,26.75216595,26.01684119,22.6,16.2,11.34055833,8.9270733,14.2,17.7,23.07859516,23.08361557,36.3,39,43.5,24.4,2450,5579,9161,11611,12504,13508
6095,2,2,2,4,39125,52715,65922,89064,7797,18001,33040,51166,56046,60367,65327,76361,31409,30457,36159,40028,36107,34788,9.3,13.7,14.3,24.3,37.1,37.9,38.4765826,36.23180559,26.8,24.5,24.01551357,24.32111348,17.3,16.2,13.27365635,11.08003949,18.7,21.4,24.23424748,28.36704144,39.2,38.9,37.3,23.2,12007,31930,77483,93378,104664,113757
6097,2,2,2,4,63446,87493,106203,133865,12765,36235,40497,64975,62057,62559,66863,65960,41844,42193,40368,46237,44101,39389,11.1,19.3,17.3,23.7,35.9,36,34.44905598,32.36829978,24,20.4,20.18231486,18.64851951,15.6,15.1,13.31170105,11.13624219,24.5,28.5,32.05692812,37.84693852,35.2,34.6,36.4,22.4,19904,44609,92834,110275,114128,114487
6099,2,2,2,4,28712,37179,51107,67474,8623,17954,30844,48192,58124,68945,86826,103475,52093,58009,70044,78427,75499,70118,8.2,11.8,12.8,18.7,29.2,30.2,32.04706961,31.62868528,26.2,26.1,27.64384504,29.34753322,31.6,29.6,24.03753088,19.8868358,13,14.1,16.27155447,19.1369457,29.4,31.6,49.6,38,13461,28492,64822,80027,100656,111518
6101,3,2,3,4,6130,7502,10940,13189,2386,4351,6923,9851,9935,11569,13912,16102,9490,9751,11044,13260,13142,13814,10.7,14.4,15.4,20.7,32,34.1,36.02303534,33.9569161,24.9,23.6,23.42600232,24.67058896,27.7,27,22.12942226,21.16504259,15.4,15.3,18.42154007,20.20745235,31.1,32.6,42.7,32.3,3434,6239,12745,16740,21393,22163
6103,4,5,4,5,3324,4093,5498,8467,1219,2180,6037,10088,10288,11167,11827,12929,7328,7338,9053,8826,8255,6165,7.3,9.1,12.1,18.5,30.3,33.6,38.94405194,38.66337295,31.6,30.8,28.22942524,28.77331197,27.8,24.3,19.70355165,13.72012285,10.2,11.3,13.12297117,18.84319224,36.4,42,44.2,30.5,2002,4436,9862,12175,16316,17373
6105,8,6,8,6,1143,1464,2029,2219,425,1028,1435,2898,2763,2791,2785,4973,1930,1929,2296,1790,899,643,9.5,13.6,15,22.5,30.3,35.9,44.41525589,36.28009109,31.1,29.6,27.09671142,40.44404684,25.8,19,8.746837906,5.229342876,12.9,15.5,19.74119478,18.04651919,32.2,38.4,43.3,25.5,669,1699,2691,3388,4565,4461
6107,2,2,2,4,20965,23560,33369,45102,7074,13639,24610,38667,40873,47004,59653,76798,54916,59651,70714,78512,80170,72985,7.2,10.1,12,17,25.4,27.2,31.00470082,31.55782036,23,22.9,23.76424189,26.97089315,39.8,38.3,31.93769421,25.63179558,11.8,11.5,13.29336308,15.83949091,25,28.7,55.8,44.2,11814,22902,45103,55812,77828,89859
6109,4,5,4,5,5011,6284,7185,10038,1087,2981,4940,8504,11082,11579,12081,10532,5624,4965,6811,6129,4789,2717,8,13.7,14.7,24.7,32.7,38.4,41.6721224,44.45160059,32.6,29.7,29.29366407,25.12284719,20,15.7,11.61223055,6.481083918,14.7,16.1,17.42198298,23.9444683,36.2,39,41.2,22.7,2010,5383,11129,14985,17186,18635
6111,2,2,2,4,95598,127136,165308,206218,23283,53980,65439,99531,91704,92936,100328,112500,68362,71508,85778,93872,91674,85061,12.3,18.2,16.8,24.3,34.3,33.5,32.60984778,30.16572235,22.1,19.7,18.92227811,19.45706992,20.6,19.9,17.29009772,14.71144733,23,26.9,31.17777639,35.6657604,34.7,33.5,36.2,24.1,31734,72274,142471,157812,172901,174417
6113,1,1,1,1,24524,32576,44229,57432,8224,16611,13142,17837,18093,18901,21888,22852,17135,16314,16965,19299,18442,15097,18.4,27,13.7,17.4,26.5,25.8,27.37727163,26.78712609,22.3,19.8,18.7983098,17.54081625,20.9,20.2,15.83874403,11.58820685,30.3,34.1,37.98567453,44.08385081,29.5,29,38.4,26.5,6122,10693,21463,24647,31877,34898
6115,3,2,3,4,3206,3637,5971,9474,1746,2523,7394,9296,8474,9589,10661,14344,9313,9801,10669,9924,9473,8120,8.1,9.3,13.9,20.1,33.9,34.3,40.38593286,39.66904681,25.1,27.2,24.34574104,27.09584797,31.5,28.2,21.63279288,15.3386981,9.5,10.3,13.63553323,17.89640712,34.5,34.3,43.4,36.2,2981,5453,11479,12068,17685,21000
72000,,,,,278482,418253,548830,702653,,147920,,332770,410559,509856,627608,670172,,954011,982008,916404,739786,472462,,9.4,,9.1,14.4,19.4,21.49756614,23.49759376,21,22.3,25.71137587,27.78417156,50.3,40,30.3070004,19.58745705,14.3,18.3,22.48405759,29.13077762,,21.1,,60.5,,142981,281248,443813,524750,566777
72001,6,5,6,6,807,1182,1919,2249,,406,,1311,1690,2404,3226,4134,,6408,6455,5737,4908,3999,,4.8,,4.9,10.2,13.9,19.30486434,21.72208399,16.9,22.2,25.89500722,31.16941868,64.7,53,39.39637181,30.15154942,8.1,10.9,15.40375662,16.9569479,,15.4,,75,,415,1021,1510,2405,2881
72003,2,2,2,4,1799,3132,5553,6806,,611,,2048,3459,5261,6223,7418,,10123,11790,12095,11099,8676,,4.5,,5.8,9.4,16.4,17.33819969,20.53026097,18.4,21.5,22.48762332,25.74264298,62.7,49.3,40.10768619,30.10827318,9.6,12.8,20.0664908,23.61882288,,15.1,,74.6,,792,1761,4030,4798,5916
72005,2,2,2,4,3996,6225,8639,10256,,2219,,5310,7024,9089,10614,13028,,18100,18639,17772,13981,8985,,8.1,,6.7,11.2,16.6,18.16301404,19.85843785,21,22.9,26.1364196,32.35564386,55.8,44.8,34.42748092,22.31466534,12,15.7,21.27308545,25.47125295,,19.3,,65.9,,1847,3744,6581,7376,7996
72007,1,1,1,1,1166,2120,2763,3619,,511,,1568,3031,3898,5604,5777,,7686,7811,7806,6806,4289,,5,,4.1,11,18.9,18.42911671,22.74036019,22.5,22.9,30.1274125,32.61446395,57.9,45.8,36.58943068,24.21385423,8.6,12.4,14.85404011,20.43132163,,15.4,,75.5,,421,1488,3226,3428,4028
72009,1,1,1,1,1645,2282,3824,4346,,770,,2055,2827,4018,4734,6767,,6648,6983,6247,4996,3954,,7.6,,6.9,13.7,19.1,19.64666825,18.98155616,21.3,25.9,28.0649751,36.3875894,52.6,40.3,29.618212,21.26149379,12.4,14.7,22.67014465,23.36936065,,20.2,,65.3,,703,1817,2959,3314,3530
72011,2,2,2,4,942,2114,2862,4432,,550,,2068,3328,4291,6434,5462,,8191,8350,8131,7263,5195,,4.9,,3.8,8.4,15.5,15.12557663,21.1568607,24.2,25,32.97796002,28.54007733,60.6,47.3,37.22706304,27.14494723,6.8,12.3,14.66940031,23.15811475,,18.4,,72.9,,426,1151,2657,2951,4049
72013,3,2,3,4,5723,9873,13391,17776,,2962,,9416,11225,15762,17172,19666,,30069,30493,25997,19982,12273,,6.5,,6.7,12.2,17.7,21.93701833,23.19991349,20.8,25.1,26.52087291,30.38017703,56.4,41.4,30.86070827,18.95941792,10.6,15.7,20.68140048,27.46049156,,20.7,,66.1,,3072,6621,11139,14204,15018
72015,3,2,3,4,913,1479,1990,3009,,572,,1870,2309,3058,3385,3336,,4662,5054,4459,3996,2358,,7.4,,7.6,14,18.4,24.54911433,22.95502833,24,27.7,27.25442834,29.5325779,52.5,40.4,32.17391304,20.87464589,9.5,13.4,16.02254428,26.63774788,,24.3,,60.6,,584,1343,2034,3049,2593
72017,1,1,1,1,827,1212,2416,4005,,209,,1981,2729,3532,5124,5436,,6896,6920,6421,5577,3647,,2.2,,5.4,10.4,16.2,18.80029714,21.11861138,23.3,26.5,31.71969791,32.76277724,59.2,48.2,34.52395691,21.98047252,7.1,9.1,14.95604804,24.13813886,,20.6,,71.8,,521,1217,2162,3037,3504
72019,1,1,1,1,1289,2212,3310,4576,,554,,1330,2325,3498,4655,6313,,6524,7409,7008,6075,4393,,6.2,,6.6,12.4,17,23.16112084,25.40635525,18.5,22.8,25.47613835,30.81466296,58.9,45.7,33.24759194,21.44286621,10.2,14.4,18.11514886,22.33611559,,14.8,,72.4,,598,1554,2605,4232,5205
72021,1,1,1,1,21681,30113,35029,44083,,10249,,27042,29555,30527,30089,31615,,49352,51485,45203,34418,21167,,10.3,,12.9,19.5,23.7,28.73334431,29.52402433,23.2,22,21.54338534,23.0020954,40.3,32.6,24.64290061,15.400454,17,21.7,25.08036974,32.07342627,,27.2,,49.6,,12873,24892,32865,40131,40579
72023,3,2,3,4,2878,5241,6902,10159,,1159,,3726,4039,5927,7981,8434,,12631,13987,14086,12293,8048,,6.2,,6.9,10,16.7,21.47707244,25.03728298,17.4,19.5,23.0604756,23.73167506,60.2,46.4,35.51966252,22.64554433,12.4,17.3,19.94278945,28.58549762,,19.8,,67.1,,1300,2323,5081,7433,8898
72025,1,1,1,1,12005,18232,25782,32730,,5353,,13519,16475,17532,23609,25550,,33949,33602,31683,24290,13778,,9.1,,10,17.1,21.9,21.91748885,23.28542532,22,20.3,25.01934021,27.20110721,44.9,36.7,25.74102137,14.66837006,16,21.1,27.32214957,34.84509741,,23,,57.9,,5845,12817,18858,20682,21872
72027,3,2,3,4,1332,2934,3850,5220,,598,,1609,2783,4095,5108,6353,,9174,9936,10386,8432,6549,,4.9,,6.6,11.3,17.1,24.67296197,26.23738196,17.6,19.5,22.12596379,25.85884077,62.7,49.4,36.52430044,26.65662651,8.4,14,16.6767738,21.24715077,,13.2,,75.3,,805,1785,3592,5696,6446
72029,1,1,1,1,1619,2703,5720,8466,,545,,2952,4218,5803,9284,8465,,10123,10944,11225,8898,6173,,3.7,,7.5,14.5,20.8,20.71779223,24.88214065,21.5,23.3,30.79474592,27.52219007,55.8,45.1,29.51439565,20.07022792,8.2,10.9,18.97306621,27.52544136,,20,,68.7,,1111,2848,5180,6246,7653
72031,1,1,1,1,17437,25105,32582,39908,,10095,,25658,25475,27843,29617,30663,,36510,37190,33086,23540,13633,,11.9,,14.7,21.4,26.3,27.67204873,26.63367372,25,23.8,24.98439372,26.71644652,36.5,28.3,19.85794065,11.87833269,17.1,21.5,27.48561691,34.77154707,,30.3,,43.1,,12460,21794,30709,32803,30568
72033,1,1,1,1,3228,3106,3546,3832,,667,,2669,3500,3630,4634,5546,,8031,9185,7009,5966,3610,,5.5,,6.9,14.2,19.5,20.308715,22.55679447,18.9,21.2,26.10557152,33.06898813,49.5,41,33.60937412,21.52525192,17.4,18.2,19.97633936,22.84896548,,21.9,,65.8,,837,2635,3340,3605,3783
72035,1,1,1,1,2685,4267,6698,8963,,1097,,4065,5505,7158,10123,10065,,13312,13735,12118,9991,6292,,5.6,,5.7,12.6,17.5,15.26987739,18.08476221,22,25.1,31.99026672,32.56227758,54.8,42.5,31.57312603,20.35587189,10.7,15,21.16672987,28.99708832,,20.8,,68,,1113,3149,4986,4832,5590
72037,1,1,1,1,934,1750,1792,1807,,549,,2229,2756,2605,2448,3192,,3619,3627,3646,2578,1744,,7.7,,10.3,19.9,25.5,24.37888199,19.83117346,30.2,24.3,27.15173026,37.95030317,39.7,34,28.59361136,20.73475211,10.2,16.3,19.8757764,21.48377125,,31.2,,50.7,,738,1819,2732,2198,1668
72039,1,1,1,1,626,1057,1161,2142,,299,,1085,1754,2443,3337,3786,,5413,5936,5616,5124,3709,,4.1,,6.5,10.7,17.8,19.32589922,23.52801143,18.8,22,27.97853609,30.04285034,63.7,50.6,42.9613482,29.43183622,6.7,9.5,9.734216484,16.99730202,,14.9,,74.5,,471,998,1973,2305,2965
72041,1,1,1,1,1827,3929,6077,7658,,699,,2177,4284,6386,9275,10051,,8903,10030,9692,7764,5693,,5.6,,4.9,12.2,19,17.50767254,20.00957069,23.3,25.9,33.09899365,34.35534591,54.6,39.3,27.7068018,19.45925622,9.9,15.9,21.68653201,26.17582718,,17.6,,71.8,,613,2241,4684,4906,5854
72043,4,3,4,2,1988,3202,4690,5888,,758,,2700,3939,5498,7656,10325,,10008,10008,9362,8499,4683,,5.3,,5.3,10.5,16.1,19.180366,19.34226271,22.1,25.5,29.68362283,39.85409349,56.2,43.5,32.95207816,18.07619562,11.2,14.9,18.183933,22.72744818,,19,,70.4,,751,1876,3460,4947,5011
72045,1,1,1,1,848,1251,1875,2486,,306,,1039,1783,2015,3555,3984,,6234,6653,6117,5262,3754,,3.8,,5.9,11.4,17.7,18.98772541,26.03096513,17,17.7,26.93589938,28.82361453,63.5,53.6,39.86967722,27.15960064,8.1,11,14.20669798,17.98581971,,12.9,,77.4,,476,1189,2019,2506,3598
72047,1,1,1,1,1313,2471,3702,5472,,647,,2008,3243,4478,6270,7018,,9345,10668,9931,8180,5592,,5.1,,5.7,11.1,19.2,22.69494485,27.76157565,18.9,21.4,26.70244027,28.03723383,62.3,47.5,34.83667646,22.34029803,7.7,11.8,15.76593842,21.86089249,,15.8,,73.4,,723,1908,4012,5329,6949
72049,9,12,9,9,105,139,84,136,,67,,126,261,357,318,317,,344,450,469,404,119,,10.9,,12.3,16.2,18.5,22.72291467,31.74224344,26.8,30.2,30.48897411,37.82816229,46.2,39.6,38.73441994,14.20047733,10.8,11.7,8.053691275,16.22911695,,20.6,,56.2,,75,158,219,237,266
72051,1,1,1,1,2061,3883,6865,9386,,912,,2632,3413,4811,6463,6712,,7672,9093,7524,6020,3799,,7.5,,8.2,14.4,20.4,22.1000926,23.06175322,20.1,23.6,26.02166123,25.95413944,53.5,36.9,24.23803197,14.69007386,12.1,19.1,27.6402142,36.29403349,,21.5,,62.8,,1005,2443,4163,5489,5964
72053,1,1,1,1,2427,4075,5116,6995,,1024,,4147,5090,6691,7275,7446,,9843,10075,9283,6191,3572,,6.2,,9.5,14.9,20.4,22.62980389,23.05425032,24.6,26.5,30.29104384,31.80692012,48.7,36.8,25.77757422,15.25843657,11.7,16.2,21.30157805,29.88039299,,25,,59.3,,1576,3076,5154,5435,5397
72054,1,1,1,1,298,723,754,1537,,87,,663,1013,1790,3067,2773,,2620,2773,3373,2609,1978,,2.4,,5.8,12,18.4,20.13414483,22.20710132,21.8,24.8,38.09464663,34.30656934,59.8,46.8,32.40591231,24.47111221,6.4,10,9.365296236,19.01521712,,18.5,,73.2,,209,555,1328,1621,1795
72055,2,2,6,6,781,1168,1848,1491,,449,,1759,2582,3307,3978,3783,,6488,6240,6235,4607,2839,,4.8,,6.2,9.4,15.7,17.99245402,15.72660226,24.4,26,31.26866845,39.29573076,58.9,49.1,36.21285961,29.48997611,7.4,9.2,14.52601792,15.48769087,,19,,70,,572,998,1997,2289,1514
72057,3,2,3,4,2256,3838,5895,5840,,1044,,4186,5190,7066,8808,9172,,11735,11276,9587,7902,5321,,5.7,,7,13.7,20.4,22.38893085,21.7600431,23.9,27.5,30.24102177,35.29321225,51.9,37.3,27.13039896,20.47483454,10.4,14.9,20.23964842,22.47191011,,22.9,,64.3,,1280,2984,5240,6521,5655
72059,2,2,2,4,1209,1770,2143,3186,,607,,2070,2394,3334,3878,3605,,6522,6441,5952,4968,2588,,6.1,,7.6,11.6,17.6,20.81141457,26.38725375,21.1,24.8,27.94552137,28.29448238,56.7,44.3,35.80024501,20.31237736,10.6,13.2,15.44281905,25.00588651,,20.8,,65.5,,758,1314,2369,2888,3362
72061,1,1,1,1,16009,23001,28386,34043,,9407,,8400,9565,10569,12026,12463,,18045,19190,17707,14434,8945,,22.6,,13.7,18.2,19.9,19.14435665,19.98759072,17.5,16.5,17.72909541,17.98334848,35.1,27.7,21.27904234,12.90708916,29.2,35.9,41.8475056,49.12197163,,20.2,,43.4,,5695,9973,12724,12986,13852
72063,1,1,1,1,1772,4683,9135,10016,,533,,2592,3533,4450,6177,7866,,7825,8420,8482,7203,4639,,4.6,,6.3,14.3,20.2,23.70124369,23.92325102,22.1,20.2,20.93259683,26.57163125,52.6,38.4,24.40950219,15.67070905,11.1,21.2,30.95665729,33.83440867,,22.2,,67,,737,2285,4452,6994,7082
72065,3,2,3,4,1747,3493,5218,9128,,642,,2235,3205,4636,6214,6835,,10637,11205,11378,10365,6239,,4.5,,5.2,11.3,16.6,21.47771894,23.56525631,17.6,19.8,22.38553262,23.53082935,61.5,48.6,37.33924133,21.47898234,9.6,14.9,18.79750711,31.42493201,,15.7,,74.7,,735,2055,3894,5962,6845
72067,3,2,3,4,1006,1994,2782,3647,,578,,2098,2250,2571,3422,3724,,4346,4729,4365,3765,2262,,7.5,,8.5,13.6,19.1,17.9911155,19.9118723,24.4,23.3,28.15070747,30.96109079,51.2,39.5,30.97235933,18.80611906,10.9,18.1,22.8858177,30.32091786,,27.3,,56.6,,656,1253,2108,2187,2395
72069,1,1,1,1,3271,5262,7484,10138,,1815,,5187,7470,9321,11931,13236,,13358,14881,14126,11150,7189,,8.2,,8.5,13.1,18.1,20.94917884,19.26724252,25.3,26.6,30.85736454,34.9631508,50.5,40.3,28.83744989,18.98988298,11.1,15,19.35600672,26.7797237,,23.3,,60,,1886,3853,6343,8100,7294
72071,2,2,2,4,1767,3635,5212,8200,,957,,3106,5030,6643,8421,9721,,13243,12823,13048,10853,7535,,5.2,,5.5,9.9,14.6,19.6969697,21.00543057,23.1,24.3,27.61707989,30.16602017,58.9,47.8,35.59294241,23.38246703,8.1,13.3,17.093008,25.44608223,,17,,72.3,,1010,2163,3990,6006,6769
72073,6,5,6,3,627,1025,1752,2134,,294,,1293,2205,2440,3372,3664,,4426,3975,4481,3536,2195,,4.7,,4.3,10.4,15.6,15.01472031,23.81088552,29,25.9,33.09126595,34.92517396,52.3,47.6,34.70068695,20.92269564,8.3,10.9,17.19332679,20.34124488,,20.6,,70.5,,267,789,1466,1530,2498
72075,2,2,2,4,2082,4305,5657,9309,,995,,3646,5386,7500,8881,9449,,12720,12583,11755,9886,7702,,5.3,,6.8,11.5,16.4,22.81389249,20.79741379,23.8,26.6,28.06623898,28.28364464,55.5,41.7,31.24229687,23.05435824,9.2,15.3,17.87757166,27.86458333,,19.6,,68.3,,1259,2610,4620,7219,6948
72077,1,1,1,1,1400,2849,5199,6033,,607,,2084,3182,4846,7188,7789,,9357,10002,9516,7558,5482,,4.8,,5.7,13.5,20.4,22.68181113,27.27820682,18.9,22.4,27.86478524,29.34262573,59.3,44,29.29911614,20.65172349,8.3,13.2,20.15428749,22.72744396,,16.3,,73.3,,724,2271,4416,5851,7241
72079,3,2,3,4,1395,2146,2136,3685,,611,,2122,2562,3625,4627,5041,,7850,8106,8202,7550,4848,,5.4,,6.2,10.2,14.5,17.41864759,22.81360173,19.1,22.2,26.69628433,28.66484704,60.4,50.2,43.56104316,27.56738315,10.4,13.1,12.32402492,20.95416809,,18.8,,69.6,,696,1363,2379,3019,4012
72081,2,2,4,5,1418,2557,3324,4477,,519,,1363,2277,3573,4816,4873,,9835,10269,11287,8231,6485,,4.2,,5.4,9.3,13.7,18.80269815,24.66698382,14.8,17.7,23.88651919,23.18268316,66.7,55.9,40.82432298,30.85156993,9.2,12.7,16.48645968,21.29876308,,11,,79.4,,670,1433,2775,3791,5185
72083,6,7,8,6,219,621,883,1050,,85,,490,819,1485,1688,2378,,3390,3628,3757,2971,1987,,2.1,,3.7,5.9,9,12.99843014,14.56295361,16.5,23.1,26.49921507,37.51972231,73.1,58.3,46.64050235,31.35058378,4.4,9.6,13.86185243,16.5667403,,11.9,,82.4,,151,295,577,828,923
72085,1,1,1,1,1313,2662,4448,7488,,522,,1868,3344,5041,7975,6137,,7802,8498,8735,7730,4401,,4.8,,5.7,13,19.1,20.23036732,30.38810581,22.1,24.8,31.56665611,23.6995559,56.2,43,30.59689677,16.99555899,8.7,13.1,17.6060798,28.9167793,,17.3,,72.2,,611,1966,3886,5111,7869
72087,1,1,1,1,1113,1579,2556,3158,,388,,2192,4157,4862,6395,6286,,5601,6780,7144,5640,3845,,4.4,,7,16,21.4,20.61911757,22.24107665,29,28.1,34.79136064,36.78174371,47.3,41.4,30.68385833,22.49853716,7.8,9.1,13.90566346,18.47864248,,24.9,,63.7,,614,2299,3691,3790,3801
72089,1,1,1,1,1133,2092,2392,3076,,438,,1732,2200,2684,4122,4474,,4610,4906,4767,3621,2536,,6,,7.8,17.1,19.5,22.41445304,23.00175586,22.1,22.6,31.55477302,34.15527903,49.4,40.2,27.71951313,19.36025651,11.4,17.6,18.31126081,23.4827086,,23.5,,62.7,,576,1694,2315,2928,3013
72091,1,1,1,1,2081,4043,5540,6885,,942,,3755,4014,6166,8076,8848,,12721,12990,12085,9233,7110,,5.1,,6,11.9,17.7,20.48373064,21.12768455,18.5,22.8,28.10509831,30.55037636,60,44.6,32.13154689,24.54940957,9.6,14.9,19.27962415,23.77252952,,20.3,,68.7,,1105,2568,4803,5886,6119
72093,6,7,8,6,186,217,547,453,,91,,476,504,818,1569,1329,,2368,2221,2167,1669,1551,,3,,4.3,8.6,10.5,11.23358349,15.32012195,15.8,22.9,36.79643527,33.7652439,69.7,60.6,39.14165103,39.4054878,5.8,6.1,12.82833021,11.50914634,,15.5,,77.2,,132,274,375,479,603
72095,1,1,1,1,516,853,1028,1013,,172,,873,1290,1837,2296,2423,,3967,3882,3591,3197,2141,,3.2,,5.7,12.2,15.4,18.87285394,30.1740328,19.9,24.8,28.56431948,30.3367973,59.9,48.4,39.77357552,26.80605985,8,11.5,12.78925106,12.68311005,,16.4,,74.6,,303,794,1139,1517,2410
72097,3,2,3,4,8683,11004,11873,13542,,5148,,9707,11318,12819,15803,14506,,30503,29604,26018,19549,11747,,10.4,,8.1,12.1,15.8,16.58865712,19.28319338,20.1,21.6,27.9121112,29.42274147,52.5,43.9,34.52849851,23.82661961,15.4,18.6,20.97073317,27.46744554,,19.7,,61.8,,3973,6821,9385,9392,9507
72099,2,2,2,4,1555,2905,4803,6756,,677,,1820,3554,5556,7517,8578,,9642,10186,10814,8924,7477,,5.3,,4.5,10.2,16.2,17.44452648,16.33289319,20.9,24.2,29.21151828,31.46273474,59.8,47,34.67920569,27.42444249,9.1,12.6,18.66474954,24.77992958,,14.3,,75.8,,574,1745,3724,4489,4453
72101,1,1,1,1,838,1919,2665,4287,,413,,1158,2217,3527,5344,6606,,6853,8243,7655,7830,4797,,4.6,,5.7,10.9,19.1,20.66616579,24.37460838,17.5,21.8,26.76684197,31.84074806,65,47.3,39.21863261,23.12141514,6.6,11.8,13.34835963,20.66322842,,13,,76.7,,509,1381,3094,4126,5057
72103,1,1,1,1,1033,1741,3144,3920,,447,,1861,2519,3281,4877,6482,,7431,7340,6785,5641,3275,,4.3,,5.6,11.6,16.4,19.82394366,17.25452235,20.4,23.2,28.62089202,39.21592353,59.5,48.1,33.10446009,19.81366084,8.4,12.3,18.45070423,23.71589328,,18,,72,,576,1434,2313,3378,2852
72105,1,1,1,1,1004,2013,2515,4258,,478,,1835,2891,3528,5148,5803,,7785,8924,8256,7136,5821,,4.4,,6.7,12.6,18,23.74400989,26.28452077,19.7,21,26.52651105,26.93432351,60.9,49.1,36.77023754,27.01786958,6.8,12,12.95924151,19.76328615,,17,,72,,721,1840,3019,4608,5663
