fips_code,CI90LB017P_2023,CI90LB017_2023,CI90LB04P_2023,CI90LB04_2023,CI90LB517P_2023,CI90LB517_2023,CI90LBALLP_2023,CI90LBALL_2023,CI90LBINC_2023,CI90UB017P_2023,CI90UB017_2023,CI90UB04P_2023,CI90UB04_2023,CI90UB517P_2023,CI90UB517_2023,CI90UBALLP_2023,CI90UBALL_2023,CI90UBINC_2023,MEDHHINC_2023,PCTPOV017_2023,PCTPOV04_2023,PCTPOV517_2023,PCTPOVALL_2023,POV017_2023,POV04_2023,POV517_2023,POVALL_2023,Rural_Urban_Continuum_Code_2023
48057,15,671,,,14.5,475,11,2134,60782,28.8,1287,,,28.9,947,18.2,3518,76988,68885,21.9,,21.7,14.6,979,,711,2826,6
48059,12,368,,,11.5,269,9.8,1400,55707,23.6,728,,,23.5,553,15.6,2228,71049,63378,17.8,,17.5,12.7,548,,411,1814,3
48061,30,35728,,,28.5,25521,21.6,90945,49448,37.8,44934,,,36.7,32773,25.4,107377,53984,51716,33.9,,32.6,23.5,40331,,29147,99161,2
48063,18.8,649,,,19.1,477,13.8,1780,47281,34,1171,,,34.9,873,21.4,2762,60269,53775,26.4,,27,17.6,910,,675,2271,8
48065,8.9,120,,,8.1,87,7,410,64918,16.7,226,,,15.9,169,11.2,654,82514,73716,12.8,,12,9.1,173,,128,532,2
48067,16.2,1048,,,16.1,771,13.1,3716,46948,30.4,1958,,,30.7,1475,19.9,5634,57236,52092,23.3,,23.4,16.5,1503,,1123,4675,6
48069,15.3,321,,,15.3,235,14,994,48118,28.1,589,,,28.5,439,21.4,1518,62152,55135,21.7,,21.9,17.7,455,,337,1256,9
48071,7,1037,,,6.5,727,6.7,3599,93396,13.6,2003,,,13.3,1493,10.5,5635,112672,103034,10.3,,9.9,8.6,1520,,1110,4617,1
48073,22.3,2914,,,19.2,1841,16.1,7996,52947,33.1,4314,,,31.6,3023,21.7,10844,62435,57691,27.7,,25.4,18.9,3614,,2432,9420,6
48075,16.3,207,,,15,143,15.1,826,46871,31.1,395,,,29.8,285,24.7,1346,60971,53921,23.7,,22.4,19.9,301,,214,1086,9
48077,11.9,257,,,11.7,192,9.1,971,67165,22.3,481,,,22.5,366,14.3,1523,79949,73557,17.1,,17.1,11.7,369,,279,1247,3
48079,23.8,157,,,23.3,105,17,421,40424,43.8,289,,,46.5,211,27,671,52394,46409,33.8,,34.9,22,223,,158,546,2
48081,13,92,,,12.4,66,9.9,322,50343,25,178,,,24.8,132,16.1,526,63229,56786,19,,18.6,13,135,,99,424,8
48083,18.2,296,,,17.2,204,13.5,1052,42916,35.6,576,,,35.2,418,21.9,1698,54994,48955,26.9,,26.2,17.7,436,,311,1375,8
48085,5.4,15499,,,4.4,9806,5.8,68240,115270,7.8,22643,,,7,15440,7,83192,125028,120149,6.6,,5.7,6.4,19071,,12623,75716,1
48087,23.8,157,,,17.5,87,14.9,379,42464,39.8,263,,,34.1,169,22.9,583,55252,48858,31.8,,25.8,18.9,210,,128,481,9
48089,15.5,771,,,15.4,554,11.2,2317,54676,28.9,1437,,,29.6,1066,17.8,3661,68144,61410,22.2,,22.5,14.5,1104,,810,2989,8
48091,6.5,2737,,,6,1931,5.8,11159,93525,11.7,4949,,,11.2,3595,8.4,16195,106217,99871,9.1,,8.6,7.1,3843,,2763,13677,1
48093,20.5,635,,,16.2,368,14.3,1981,47965,33.9,1051,,,31,700,20.9,2889,61487,54726,27.2,,23.6,17.6,843,,534,2435,9
48095,18.2,72,,,19.2,53,16.8,376,48049,35,138,,,38.2,105,27.6,616,61769,54909,26.6,,28.7,22.2,105,,79,496,8
48097,14,1400,,,13.2,967,9.9,4258,69055,23.6,2360,,,23,1695,15.1,6490,80951,75003,18.8,,18.1,12.5,1880,,1331,5374,6
48099,11,2083,,,11.2,1519,9.4,6835,69381,20.6,3893,,,21.2,2873,15,10919,76067,72724,15.8,,16.2,12.2,2988,,2196,8877,2
48101,24.8,62,,,21.5,42,15.4,200,45897,45,112,,,40.5,80,24.8,320,58787,52342,34.9,,31,20.1,87,,61,260,9
48103,11.3,148,,,10.4,104,9,403,50008,20.5,268,,,20,200,14.4,641,66258,58133,15.9,,15.2,11.7,208,,152,522,8
48105,14.4,106,,,14.1,76,11.6,327,51214,27.8,204,,,28.3,152,19,533,66452,58833,21.1,,21.2,15.3,155,,114,430,8
48107,22.5,281,,,21.8,206,16.7,807,42031,43.5,545,,,43.4,412,26.7,1293,50181,46106,33,,32.6,21.7,413,,309,1050,2
48109,23,119,,,22.3,83,15.6,341,47086,44.2,227,,,44.5,167,25.4,555,61280,54183,33.6,,33.4,20.5,173,,125,448,9
48111,11,271,,,10.3,173,9.5,685,54831,20.4,507,,,20.5,343,14.9,1067,68017,61424,15.7,,15.4,12.2,389,,258,876,7
48113,17.6,112250,,,15.6,72601,12.9,330752,72795,21.4,136098,,,19.6,91279,14.7,378588,75909,74352,19.5,,17.6,13.8,124174,,81940,354670,1
48115,17.7,520,,,18,373,14.9,1539,48495,34.5,1020,,,36.4,759,24.5,2521,61619,55057,26.1,,27.2,19.7,770,,566,2030,6
48117,15.4,871,,,14.7,594,12.8,2320,53437,29.2,1653,,,29.3,1180,20.2,3660,66799,60118,22.3,,22,16.5,1262,,887,2990,6
48119,15.3,201,,,14.8,140,11.5,629,50018,29.7,391,,,30,284,18.7,1019,63872,56945,22.5,,22.4,15.1,296,,212,824,8
48121,4.3,9762,,,3.7,6454,5.4,53752,103162,7.5,17206,,,7.1,12318,6.8,67694,111640,107401,5.9,,5.4,6.1,13484,,9386,60723,1
48123,16.9,762,,,16,543,14.4,2640,55194,31.5,1420,,,30.6,1039,22.2,4086,66940,61067,24.2,,23.3,18.3,1091,,791,3363,6
48125,19.7,61,,,20.4,45,14.3,244,41171,36.9,113,,,39,85,22.5,382,53541,47356,28.3,,29.7,18.4,87,,65,313,8
48127,25.8,603,,,23.9,412,21.8,1761,39107,46.8,1093,,,47.1,812,32.8,2643,50897,45002,36.3,,35.5,27.3,848,,612,2202,7
48129,17.7,112,,,16.6,78,12.6,367,42881,33.7,214,,,33,156,21.2,621,54987,48934,25.7,,24.8,16.9,163,,117,494,8
48131,31.5,767,,,33.4,597,23.1,2044,35080,54.1,1319,,,57.8,1031,35.1,3108,45750,40415,42.8,,45.6,29.1,1043,,814,2576,9
48133,17.3,659,,,16,443,12.6,2177,45791,31.3,1197,,,30,831,20,3467,58585,52188,24.3,,23,16.3,928,,637,2822,8
48135,9.7,4864,,,9.4,3356,9.2,14833,62493,18.9,9396,,,19.4,6922,14.2,23099,71133,66813,14.3,,14.4,11.7,7130,,5139,18966,3
48137,23.5,69,,,24.7,52,14.8,205,45058,45.9,135,,,50.7,108,24.6,339,58324,51691,34.7,,37.7,19.7,102,,80,272,9
48139,6,3465,,,5.5,2396,5.9,12895,84033,12,6899,,,11.5,5020,8.9,19553,96121,90077,9,,8.5,7.4,5182,,3708,16224,1
48141,20.7,45827,,,19.9,33216,17,144884,56384,26.9,59477,,,26.5,44066,20,171088,60928,58656,23.8,,23.2,18.5,52652,,38641,157986,2
48143,12.7,1134,,,11.9,782,12.9,5205,57736,22.3,2000,,,21.9,1434,18.7,7559,69392,63564,17.5,,16.9,15.8,1567,,1108,6382,5
48145,16.6,609,,,16.1,434,15.4,2373,45071,33.4,1221,,,33.7,910,24.8,3835,54809,49940,25,,24.9,20.1,915,,672,3104,2
48147,14.4,1125,,,14,830,11.3,3888,59711,24,1883,,,23.6,1402,17.1,5912,73051,66381,19.2,,18.8,14.2,1504,,1116,4900,6
48149,8.6,443,,,9.3,356,7.2,1799,66218,17.8,909,,,19.1,730,11.4,2849,76666,71442,13.2,,14.2,9.3,676,,543,2324,6
48151,14.2,109,,,13,80,10.9,393,56483,27,209,,,25.8,158,17.7,635,67133,61808,20.6,,19.4,14.3,159,,119,514,8
48153,22,284,,,20.7,207,15.7,794,40853,41.8,540,,,40.9,409,24.9,1264,52781,46817,31.9,,30.8,20.3,412,,308,1029,8
48155,17.7,40,,,16.3,29,12.8,134,43638,34.1,76,,,32.9,57,20.8,218,56422,50030,25.9,,24.6,16.8,58,,43,176,9
48157,8.2,19764,,,8,14956,7.5,68049,102014,12,28722,,,11.6,21586,9.5,86767,110412,106213,10.1,,9.8,8.5,24243,,18271,77408,1
48159,14.4,331,,,13.6,234,10.9,1165,52387,27.6,635,,,27.2,466,17.3,1839,67557,59972,21,,20.4,14.1,483,,350,1502,9
48161,14.5,659,,,14.2,485,12,2247,53394,27.1,1227,,,27.2,927,18.8,3533,64306,58850,20.8,,20.7,15.4,943,,706,2890,9
48163,24.8,993,,,23.3,676,19.5,2959,44199,47.6,1905,,,46.7,1354,31.7,4813,56025,50112,36.2,,35,25.6,1449,,1015,3886,6
48165,13,1043,,,12.9,743,10.1,2254,58471,25.6,2059,,,26.5,1519,16.7,3714,73567,66019,19.3,,19.7,13.4,1551,,1131,2984,6
48167,11.4,9558,,,10.8,6875,9.9,35191,79513,18.2,15174,,,18,11359,13.1,46825,86647,83080,14.8,,14.4,11.5,12366,,9117,41008,1
48169,18.4,161,,,17.2,115,14.1,568,46597,35.2,309,,,34.6,231,22.9,930,59783,53190,26.8,,25.9,18.5,235,,173,749,2
48171,8.9,471,,,9,354,8,2190,66955,17.5,923,,,17.8,704,12,3270,85521,76238,13.2,,13.4,10,697,,529,2730,7
48173,5.4,15,,,5.8,12,6.2,71,86280,10.6,31,,,12,24,10,113,112924,99602,8,,8.9,8.1,23,,18,92,8
48175,15.1,209,,,14.7,154,10.6,748,55919,29.7,409,,,30.1,316,17,1206,72129,64024,22.4,,22.4,13.8,309,,235,977,3
48177,18,932,,,19,709,14.3,2818,49002,31.8,1646,,,33.6,1255,20.9,4102,63698,56350,24.9,,26.3,17.6,1289,,982,3460,6
48179,17.1,889,,,15.3,604,14.1,2729,49854,27.7,1439,,,26.1,1034,20.5,3963,63598,56726,22.4,,20.7,17.3,1164,,819,3346,6
48181,11.2,3884,,,10,2575,8.9,12922,62349,18.4,6424,,,17.8,4581,12.9,18698,76535,69442,14.8,,13.9,10.9,5154,,3578,15810,3
48183,18.6,5975,,,16.4,3885,13.8,17002,57846,27.2,8699,,,26,6135,18.2,22444,64662,61254,22.9,,21.2,16,7337,,5010,19723,2
48185,14.7,1072,,,14.2,751,11.4,3366,58666,27.1,1970,,,27.2,1445,18.4,5430,70750,64708,20.9,,20.7,14.9,1521,,1098,4398,6
48187,7.6,3343,,,6.9,2322,6.6,12402,91321,13.8,6119,,,13.5,4578,9.6,17972,98583,94952,10.7,,10.2,8.1,4731,,3450,15187,1
48189,21.6,1759,,,20.6,1263,15.2,4513,47941,36,2933,,,35.6,2189,23.4,6971,57033,52487,28.8,,28.1,19.3,2346,,1726,5742,4
48191,25,150,,,23,107,16.8,466,35675,48.6,292,,,46.6,215,27.4,762,45775,40725,36.8,,34.8,22.1,221,,161,614,9
48193,14.9,274,,,14.1,199,10.5,888,51808,28.1,516,,,27.5,389,16.9,1432,66998,59403,21.5,,20.8,13.7,395,,294,1160,8
48195,8.9,128,,,8.4,92,8.9,445,59714,17.5,252,,,17.2,186,14.3,717,76628,68171,13.2,,12.8,11.6,190,,139,581,9
48197,17.5,135,,,17.3,97,12.3,428,43984,33.3,257,,,34.5,193,20.5,712,56878,50431,25.4,,25.9,16.4,196,,145,570,9
48199,10.9,1567,,,10.4,1122,9.1,5269,66744,19.3,2785,,,18.8,2034,13.9,8013,81142,73943,15.1,,14.6,11.5,2176,,1578,6641,2
48201,21.1,257842,,,20,181394,15.4,736471,71350,23.7,289574,,,22.8,206280,16.6,793487,73346,72348,22.4,,21.4,16,273708,,193837,764979,1
48203,18.5,3094,,,17.1,2150,14.6,9989,56757,27.9,4676,,,27.5,3474,19.8,13481,68663,62710,23.2,,22.3,17.2,3885,,2812,11735,2
48205,5.7,64,,,5.7,45,6.4,277,82387,10.9,122,,,11.5,91,10.6,453,94237,88312,8.3,,8.6,8.5,93,,68,365,9
48207,19.5,187,,,21.3,150,14.3,701,43973,38.9,371,,,42.5,298,24.3,1183,55537,49755,29.2,,31.9,19.3,279,,224,942,8
48209,6.3,3835,,,5.8,2621,8.5,22994,83975,11.9,7201,,,11.4,5157,11.1,30196,93007,88491,9.1,,8.6,9.8,5518,,3889,26595,1
48211,9.2,77,,,8.4,56,7.6,237,63481,17.6,149,,,16.8,112,12.6,391,81649,72565,13.4,,12.6,10.1,113,,84,314,9
48213,18.3,3316,,,16.1,2165,14.4,12201,55013,28.9,5256,,,27.3,3661,19.4,16485,62917,58965,23.6,,21.7,16.9,4286,,2913,14343,4
48215,34.7,94086,,,34.6,70668,25.5,226789,51429,39.9,108298,,,39.6,80748,28.3,252189,54891,53160,37.3,,37.1,26.9,101192,,75708,239489,2
48217,13.3,1151,,,11.7,753,11.2,4204,58591,25.3,2189,,,24.1,1557,17.2,6454,65089,61840,19.3,,17.9,14.2,1670,,1155,5329,6
48219,13.3,747,,,13.3,549,11.7,2469,55303,26.3,1471,,,27.1,1125,18.5,3897,66399,60851,19.8,,20.2,15.1,1109,,837,3183,2
48221,7.7,1044,,,7.5,761,6.3,4249,74895,16.1,2192,,,16.1,1649,9.9,6661,89961,82428,11.9,,11.8,8.1,1618,,1205,5455,4
48223,13.2,1209,,,12.4,838,10.1,3807,54754,24.2,2213,,,23.4,1590,15.9,6003,67470,61112,18.7,,17.9,13,1711,,1214,4905,6
48225,19.4,867,,,18.3,602,17.1,3353,47200,37,1655,,,37.1,1220,26.5,5207,58098,52649,28.2,,27.7,21.8,1261,,911,4280,7
48227,16.1,1116,,,15.6,802,14.7,4141,57617,27.3,1896,,,27.4,1414,21.3,6017,69179,63398,21.7,,21.5,18,1506,,1108,5079,4
48229,25.6,97,,,29.5,81,23.8,579,42853,55.4,211,,,67.9,187,40.2,975,52533,47693,40.5,,48.7,32,154,,134,777,2
48231,13,3592,,,10.6,2157,10.5,11545,65888,21.2,5840,,,19.6,3977,14.9,16357,74966,70427,17.1,,15.1,12.7,4716,,3067,13951,1
48233,11.6,558,,,10.1,373,11.6,2278,56907,22.2,1070,,,20.5,757,17,3340,72597,64752,16.9,,15.3,14.3,814,,565,2809,6
48235,6.8,24,,,6.4,17,6.9,105,65389,12.8,46,,,12.8,33,10.9,169,85989,75689,9.8,,9.6,8.9,35,,25,137,3
48237,11.8,229,,,10.6,158,9.9,792,55328,22.6,437,,,21,314,16.5,1310,70114,62721,17.2,,15.8,13.2,333,,236,1051,8
48239,13.2,506,,,12.7,344,10.8,1608,58202,25.2,968,,,25.7,696,17.2,2550,65850,62026,19.2,,19.2,14,737,,520,2079,6
48241,16.1,1214,,,15.6,880,13,4159,53414,31.1,2338,,,31.2,1764,20.2,6493,62812,58113,23.6,,23.4,16.6,1776,,1322,5326,6
48243,13.3,12,,,17.7,11,9.8,182,55359,32.9,30,,,47.9,29,15.8,294,71869,63614,23.1,,32.8,12.8,21,,20,238,9
48245,18.9,11493,,,17.2,7697,17.8,42317,55151,28.3,17231,,,28,12543,22.4,53095,63445,59298,23.6,,22.6,20.1,14362,,10120,47706,2
48247,26,351,,,23.2,242,19.2,892,38825,47.2,637,,,44.6,466,30,1392,50647,44736,36.6,,33.9,24.6,494,,354,1142,8
48249,21.1,2189,,,20.8,1634,16.8,6399,44711,38.7,4003,,,38.6,3038,25.6,9801,56917,50814,29.9,,29.7,21.2,3096,,2336,8100,6
48251,9.7,4975,,,9.1,3467,8.2,16428,78154,15.9,8141,,,15.5,5963,11.6,23170,88304,83229,12.8,,12.3,9.9,6558,,4715,19799,1
48253,15.2,519,,,14.6,380,15.6,2308,46314,28,955,,,27.8,720,25.4,3760,57028,51671,21.6,,21.2,20.5,737,,550,3034,3
48255,19.1,567,,,18.4,413,18.8,2212,54068,33.9,1007,,,33.4,745,28.4,3350,70050,62059,26.5,,25.9,23.6,787,,579,2781,8
48257,10,5255,,,10.1,3955,7.8,14247,83920,16.8,8881,,,17.1,6707,11.4,20929,96208,90064,13.4,,13.6,9.6,7068,,5331,17588,1
48259,6,665,,,5.5,473,5.3,2623,102182,11.6,1269,,,10.9,929,8.5,4193,123054,112618,8.8,,8.2,6.9,967,,701,3408,1
48261,14,7,,,11.9,5,11.3,39,37322,27.6,15,,,24.5,11,18.5,63,48752,43037,20.8,,18.2,14.9,11,,8,51,9
48263,9.9,17,,,9.7,13,8.8,60,54429,19.3,33,,,19.3,25,14.4,98,70445,62437,14.6,,14.5,11.6,25,,19,79,9
48265,13.5,1302,,,12.7,910,9.4,4869,57980,25.3,2438,,,24.5,1762,14.6,7601,71344,64662,19.4,,18.6,12,1870,,1336,6235,4
48267,25.1,203,,,23.9,138,13.5,597,47586,44.3,357,,,45.5,262,21.3,941,61538,54562,34.7,,34.7,17.4,280,,200,769,9
48269,7.1,4,,,4.6,2,7.3,16,74287,13.3,6,,,10.8,4,12.1,26,97153,85720,10.2,,7.7,9.7,5,,3,21,9
48271,17.7,97,,,17.6,72,16,432,47033,34.3,187,,,35.6,146,26,702,60111,53572,26,,26.6,21,142,,109,567,9
48273,20.5,1456,,,20.3,1041,17.5,5009,46861,37.7,2686,,,38.5,1979,26.7,7673,58945,52903,29.1,,29.4,22.1,2071,,1510,6341,4
48275,22.1,196,,,20.4,140,16,514,53383,41.9,372,,,40.2,274,25,800,57445,55414,32,,30.3,20.5,284,,207,657,9
48277,23.1,2871,,,23,2074,16.3,8213,50103,34.3,4259,,,34.4,3104,22.1,11127,62447,56275,28.7,,28.7,19.2,3565,,2589,9670,5
48279,17.8,610,,,16.7,437,14.3,1791,51868,32.6,1118,,,31.1,811,22.3,2791,62358,57113,25.2,,23.9,18.3,864,,624,2291,6
48281,11.7,567,,,11.1,412,8.9,2040,64131,22.5,1089,,,21.7,808,14.1,3250,78837,71484,17.1,,16.4,11.5,828,,610,2645,2
48283,21.4,258,,,21.7,189,20.5,1042,42429,41.8,504,,,44.5,389,33.7,1714,54921,48675,31.6,,33.1,27.1,381,,289,1378,8
48285,11.4,543,,,9.8,348,10,2002,56614,21,1005,,,20.4,720,15,3024,71676,64145,16.2,,15.1,12.5,774,,534,2513,8
48287,10.8,396,,,10.6,284,8.5,1528,64275,21,772,,,21.8,580,13.9,2476,77949,71112,15.9,,16.2,11.2,584,,432,2002,8
48289,14.6,550,,,14.4,406,10.5,1735,52361,27.8,1050,,,28.4,800,16.9,2777,66615,59488,21.2,,21.4,13.7,800,,603,2256,8
48291,14,4545,,,13.2,3222,11.3,11728,67128,26.8,8665,,,26.2,6360,17.7,18220,77530,72329,20.4,,19.7,14.5,6605,,4791,14974,1
48293,18.4,901,,,17.6,641,14.3,3037,47397,32.8,1607,,,32.8,1195,21.7,4601,59567,53482,25.6,,25.2,18,1254,,918,3819,6
48295,11.6,83,,,11,60,9.6,277,58926,22.2,159,,,21.8,118,15.6,447,75846,67386,16.9,,16.4,12.6,121,,89,362,9
48297,16,344,,,15.4,247,13,1288,51634,31,666,,,31,499,21,2084,66770,59202,23.5,,23.2,17,505,,373,1686,8
48299,14.7,514,,,14.8,370,9.1,2066,64376,27.7,966,,,28.4,714,14.3,3244,78574,71475,21.2,,21.6,11.7,740,,542,2655,7
48301,3.9,1,,,4.7,1,3.5,1,71204,11.5,1,,,11.9,1,5.9,3,102316,86760,7.7,,8.3,4.7,1,,1,2,9
48303,15.9,11684,,,14.7,7917,15.3,47494,54679,23.9,17618,,,23.5,12721,18.9,58454,61087,57883,19.9,,19.1,17.1,14651,,10319,52974,2
48305,15.3,242,,,14.2,172,13.2,754,50209,27.5,436,,,26.8,326,20.2,1154,64467,57338,21.4,,20.5,16.7,339,,249,954,2
48307,19.3,294,,,18,209,14.3,1050,41527,36.7,560,,,35.6,413,22.7,1668,54101,47814,28,,26.8,18.5,427,,311,1359,9
48309,16.4,10347,,,16.4,7555,14.7,37966,59331,24,15129,,,24.2,11107,18.7,48358,67423,63377,20.2,,20.3,16.7,12738,,9331,43162,2
48311,12.5,15,,,12.9,12,9.3,53,61369,24.7,29,,,26.7,24,15.5,87,80855,71112,18.6,,19.8,12.4,22,,18,70,8
48313,15.7,477,,,15.9,341,14.2,1640,46885,29.3,891,,,30.7,657,22.4,2576,59717,53301,22.5,,23.3,18.3,684,,499,2108,8
48315,23.7,405,,,23,300,17.1,1608,41578,42.9,735,,,42.8,558,26.3,2486,53742,47660,33.3,,32.9,21.7,570,,429,2047,8
48317,10.8,177,,,9.3,119,9,463,71000,21,343,,,19.1,245,14.8,769,92274,81637,15.9,,14.2,11.9,260,,182,616,3
48319,14.2,103,,,13.5,75,9.6,377,54184,27.4,197,,,27.1,151,15.2,595,70686,62435,20.8,,20.3,12.4,150,,113,486,9
48321,19.7,1841,,,17.4,1177,14.4,5190,52260,33.1,3087,,,32.4,2193,21.4,7678,65732,58996,26.4,,24.9,17.9,2464,,1685,6434,6
48323,21.2,3733,,,21,2706,18.8,10766,42287,37.2,6573,,,38.8,4998,26.8,15328,49817,46052,29.2,,29.9,22.8,5153,,3852,13047,3
48325,13.2,1595,,,13.1,1195,10.2,5376,64920,23.4,2835,,,23.9,2173,16,8366,76494,70707,18.3,,18.5,13.1,2215,,1684,6871,1
48327,24,87,,,23,65,15.3,294,39680,44.8,163,,,44.6,125,24.7,476,51196,45438,34.4,,33.8,20,125,,95,385,9
48329,10.3,5284,,,10.9,3981,8.9,15709,88058,17.3,8878,,,18.3,6717,12.9,22733,100692,94375,13.8,,14.6,10.9,7081,,5349,19221,3
48331,16.1,924,,,16.5,705,12.8,3256,57578,28.9,1656,,,29.9,1279,19,4856,69334,63456,22.5,,23.2,15.9,1290,,992,4056,6
48333,15.1,128,,,14.4,91,11.2,486,49316,29.7,250,,,29,183,18.2,790,63340,56328,22.4,,21.7,14.7,189,,137,638,9
48335,15.3,273,,,13.8,189,16,1095,46475,29.7,529,,,28,383,26.2,1799,60035,53255,22.5,,20.9,21.1,401,,286,1447,7
48337,12,577,,,10.1,374,10.6,2269,53803,23,1107,,,21.1,774,16.2,3443,66869,60336,17.5,,15.6,13.4,842,,574,2856,6
48339,11.2,20278,,,10.7,14740,8.9,63156,88946,15.8,28658,,,15.3,20906,11.3,79682,96210,92578,13.5,,13,10.1,24468,,17823,71419,1
48341,16.7,1108,,,17.4,818,11,2312,56750,24.7,1642,,,25.8,1208,16,3366,71256,64003,20.7,,21.6,13.5,1375,,1013,2839,7
48343,22.2,604,,,19.5,404,15.2,1814,45766,38.8,1052,,,36.3,750,23.4,2794,57430,51598,30.5,,27.9,19.3,828,,577,2304,8
48345,19.3,38,,,20.1,28,12.8,130,42781,37.5,74,,,40.5,58,20.8,212,55123,48952,28.4,,30.3,16.8,56,,43,171,8
48347,18.2,2753,,,17.6,1940,16.3,9913,48657,30.8,4655,,,30.6,3370,22.9,13995,56375,52516,24.5,,24.1,19.6,3704,,2655,11954,5
48349,15.5,2275,,,15.7,1707,12.6,6855,53315,27.7,4061,,,27.7,3027,18.8,10197,66003,59659,21.6,,21.7,15.7,3168,,2367,8526,4
48351,18.3,428,,,18,316,14.3,1712,44816,35.5,832,,,36.2,638,22.7,2728,57788,51302,26.9,,27.1,18.5,630,,477,2220,8
48353,20.2,715,,,18.2,486,16.4,2296,48058,35.2,1249,,,33.4,894,24.4,3416,58682,53370,27.7,,25.8,20.4,982,,690,2856,6
48355,20.6,16860,,,16.9,10193,15.2,52428,59792,28.8,23632,,,26.3,15903,19.4,66962,67546,63669,24.7,,21.6,17.3,20246,,13048,59695,2
48357,10.4,297,,,9.6,203,8.4,814,63707,20.4,585,,,19.6,417,13.8,1334,79833,71770,15.4,,14.6,11.1,441,,310,1074,7
48359,18.7,42,,,19.1,27,9.4,151,60093,36.1,80,,,37.7,53,15.2,245,77187,68640,27.4,,28.4,12.3,61,,40,198,2
48361,13.9,3001,,,13.4,2149,11.8,10028,60457,24.7,5341,,,24.6,3947,17.2,14562,71601,66029,19.3,,19,14.5,4171,,3048,12295,2
48363,20.7,1401,,,17.5,873,14,4105,50354,32.1,2181,,,30.3,1515,19.8,5835,60480,55417,26.4,,23.9,16.9,1791,,1194,4970,6
48365,12.8,669,,,12.5,490,10.6,2395,57551,24.6,1293,,,25.1,986,16.6,3749,69413,63482,18.7,,18.8,13.6,981,,738,3072,6
48367,6.9,2876,,,6.2,1973,6.9,11904,92691,11.7,4910,,,11.2,3545,9.5,16378,103551,98121,9.3,,8.7,8.2,3893,,2759,14141,1
48369,11.9,316,,,11.6,229,10.3,981,54842,22.7,602,,,22.8,449,16.5,1575,70984,62913,17.3,,17.2,13.4,459,,339,1278,9
48371,17.2,613,,,15.2,405,17,2147,51006,30.8,1101,,,29.4,783,25.4,3225,65524,58265,24,,22.3,21.2,857,,594,2686,7
48373,24.4,2679,,,20.5,1697,15.3,7696,51017,35.6,3899,,,32.7,2699,20.9,10484,63001,57009,30,,26.6,18.1,3289,,2198,9090,6
48375,16.2,4879,,,14.5,3230,14.5,15695,48727,29.4,8875,,,28.1,6254,21.1,22835,53627,51177,22.8,,21.3,17.8,6877,,4742,19265,2
48377,24.6,384,,,26,303,17.9,1029,36916,45.8,716,,,49.6,577,27.9,1599,48482,42699,35.2,,37.8,22.9,550,,440,1314,9
48379,14.5,368,,,13.5,260,10.7,1376,56725,27.1,686,,,26.3,504,16.9,2188,70867,63796,20.8,,19.9,13.8,527,,382,1782,8
48381,7.7,2671,,,7,1796,7,10207,74846,13.7,4743,,,13,3356,10.4,15081,88564,81705,10.7,,10,8.7,3707,,2576,12644,2
48383,9.9,87,,,10.2,66,8.2,256,63088,18.9,167,,,20.2,132,13.2,414,82082,72585,14.4,,15.2,10.7,127,,99,335,8
48385,23.1,112,,,26.2,88,11.9,331,42437,45.3,220,,,54,180,19.5,545,55591,49014,34.2,,40.1,15.7,166,,134,438,9
48387,18.8,449,,,18.5,325,14.4,1662,43642,35.4,847,,,36.1,633,22.4,2572,54888,49265,27.1,,27.3,18.4,648,,479,2117,8
48389,16.2,525,,,15.8,377,13.4,1513,49808,31,1003,,,31.4,749,21.8,2473,64550,57179,23.6,,23.6,17.6,764,,563,1993,7
48391,18,259,,,16.5,191,13,853,45829,34.8,501,,,33.3,383,20.6,1355,59453,52641,26.4,,24.9,16.8,380,,287,1104,8
48393,8,16,,,7.9,12,7,58,66608,14.6,30,,,14.7,22,11,92,86660,76634,11.3,,11.3,9,23,,17,75,9
48395,18.1,744,,,18.7,564,13.3,2278,53794,32.3,1326,,,33.5,1014,20.7,3540,66362,60078,25.2,,26.1,17,1035,,789,2909,2
48397,4.4,1521,,,4,1082,4,5138,108084,8.6,2967,,,8.2,2178,6.2,8062,128266,118175,6.5,,6.1,5.1,2244,,1630,6600,1
48399,16,368,,,15.5,264,11.6,1120,58554,30.6,702,,,30.7,524,19,1836,64732,61643,23.3,,23.1,15.3,535,,394,1478,8
48401,11.7,1377,,,11.8,1068,11.1,5350,60308,22.5,2665,,,22.6,2044,17.3,8382,71316,65812,17.1,,17.2,14.2,2021,,1556,6866,2
48403,20.9,375,,,21.3,270,10.8,1077,52661,39.9,717,,,42.3,538,18.2,1825,64785,58723,30.4,,31.8,14.5,546,,404,1451,9
48405,22,346,,,21,244,15.6,1192,44693,41.6,656,,,42,488,25,1900,57123,50908,31.8,,31.5,20.3,501,,366,1546,9
48407,17.9,1083,,,17.7,813,13.2,3794,61102,33.1,2009,,,33.3,1527,20.2,5802,70916,66009,25.5,,25.5,16.7,1546,,1170,4798,1
48409,19.9,3568,,,18,2397,14.2,9954,56049,31.3,5618,,,30,4007,20.2,14206,66773,61411,25.6,,24,17.2,4593,,3202,12080,2
48411,17.5,188,,,16.8,135,14.2,736,46656,34.3,370,,,34.2,277,22.6,1168,57994,52325,25.9,,25.5,18.4,279,,206,952,9
